市場別,報告年度,公司代號,公司名稱,有害廢棄物量,非有害廢棄物量,廢棄物總量,資料範圍,廢棄物密集度,廢棄物密集度-單位,驗證狀態,網絡中心性,漂綠標籤,風險等級,異常標籤
上市,2022,3047.0,訊舟,0.0,128.0,128.0,僅母公司,0.032,百萬元營業額,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,3049.0,精金,0.0,0.0,1600.43,母公司(南科廠),0.0,0.00000067公噸 ／營業額仟元,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,3050.0,鈺德,213.0,18.0,231.0,僅母公司,0.0,,ISO 14001,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2022,3051.0,力特,0.0,568.6,568.6,母公司,0.1929,百萬元營業額,ISO 14001,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2022,3052.0,夆典,0.0,0.0,0.799,總部辦公處所(新北市中和區新民街112號4樓),0.0009,營業額以百萬計,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,3054.0,立萬利,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,3055.0,蔚華科,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,3056.0,富華新,0.0,7.0,7.0,資料涵蓋母公司及子公司總太營造,0.0,,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,3057.0,喬鼎,0.0,0.0,264.86,母公司,0.3312,百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2022,3058.0,立德,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,3059.0,華晶科,0.0,0.0,32.0,母公司,0.0,,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,3060.0,銘異,0.0,10.6,10.6,僅母公司桃園市龜山區範疇,10.6,產品,ISO 14001,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,3062.0,建漢,0.0,0.0,13.7,111/1~111/12,0.0,,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,3090.0,日電貿,0.0,0.0,4.59,母公司(新店廠辦),0.0,,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,3092.0,鴻碩,0.0,0.0,60.738,合併財務報表之重要子公司-鴻碩蘇州公司,0.0181,百萬元營業額,ISO 14001,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,3094.0,聯傑,0.0,0.0,7.221,母公司,0.0244,百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2022,3130.0,一零四,0.0,0.0,30.73,包含新店總公司,0.042,員工人數,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,3138.0,耀登,0.0,0.0,6231.0,僅母公司,54.0,人,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,3149.0,正達,0.0,0.0,822.588,母公司,0.9821,百萬元營業額,ISO 14001,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,3164.0,景岳,0.0,0.0,64.4991,"""111年各月廢棄物總量(噸)
 1月 6.4868
 2月 4.2431
 3月 9.2432
 4月 11.1161
 5月 7.5909
 6月 4.0356
 7月 3.4818
 8月 4.2329
 9月 0.5639
 10月 0.6305
 11月 4.2457
 12月 8.6286""",2.6103,產品,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,3167.0,大量,0.0,60.9,60.9,僅母公司,0.0,,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,3189.0,景碩,8522.3,5081.59,13603.89,母公司,0.004,產品,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2022,3209.0,全科,0.0,0.0,50.63,僅包含母公司的台灣總部、各點辦公室及物流倉儲。,0.0008,百萬元營業額,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,3229.0,晟鈦,58.0,78.0,136.0,合併財務報表之母子公司,0.17,百萬元營業額,ISO 14001,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,3231.0,緯創,1205.5648,39097.7312,40303.296,母公司及全球主要營運與製造廠區(昆山廠、泰州廠、中山廠、重慶廠、成都廠、墨西哥廠、捷克廠、昆山光電廠及馬來西亞廠),0.0442,百萬元營業額,ISO 14001,0.0011997600479904018,無漂綠跡象,高風險,正常
上市,2022,3257.0,虹冠電,0.0,2.378,2.378,下腳料及其他廢棄材料,0.0047,百萬元營業額,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,3266.0,昇陽,0.0,0.0,18924.0,僅母公司,0.28,員工人數67人,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,3296.0,勝德,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,3305.0,昇貿,0.0,0.0,38.8,營運控制法,1.1275,公噸/千元營業額,ISO 14001,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,3308.0,聯德,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,3311.0,閎暉,14.8211,23.313,38.1341,本公司之子公司(旭榮電子(深圳)有限公司),0.1904,新台幣百萬元營業額,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,3312.0,弘憶股,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,3321.0,同泰,179.15,311.9,491.05,母公司,0.0051,產品,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,3338.0,泰碩,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,3346.0,麗清,2.5238,19.9952,22.519,母公司,0.0,,ISO 14001,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,3356.0,奇偶,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,3376.0,新日興,100.85,691.19,792.04,僅母公司,0.91,十萬元營收,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,3380.0,明泰,0.0,0.0,81.737,明泰科技新竹廠,0.004,百萬元營業額,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,3406.0,玉晶光,0.0,175.97,175.97,母公司,175.97,百萬元營業額,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,3413.0,京鼎,20.95,866.15,887.1,僅母公司,0.0597,百萬元營業額,ISO 14001,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,3416.0,融程電,0.3323,24.6,24.9323,僅母公司,0.0,,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2022,3419.0,譁裕,0.0,54.0,54.0,僅母公司,0.0,,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,3432.0,台端,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,3437.0,榮創,4.26,78.71,82.97,僅母公司,0.038,百萬元營業額,ISO 14001,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,3443.0,創意,1.036,1.54,2.576,新竹總部,0.0001,百萬元營業額,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,3447.0,展達,0.0,0.0,267.0,包含合併財務報表之母子公司,0.0445,百萬元營業額,ISO 14001,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,3450.0,聯鈞,0.0,0.0,35.426,母公司,0.0,,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2022,3454.0,晶睿,0.0,32.37,32.37,168+192,0.0,,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,3481.0,群創,20639.0,53096.0,73735.0,台灣母公司與大陸生產據點子公司的廢棄物總量,0.3296,百萬元營業額,ISO 14001,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,3494.0,誠研,0.0,0.0,1.2,包含合併財務報表之母子公司,0.0,,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,3501.0,維熹,6.27,90.42,96.69,合併財務報表之母子公司(不含美日子公司),0.016,百萬元營業額,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,3504.0,揚明光,0.0,0.0,81.0,僅母公司,0.0,,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,3515.0,華擎,0.0,0.0,7.369,母公司,0.0236,員工人均廢棄物量,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,3518.0,柏騰,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,3528.0,安馳,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,3530.0,晶相光,0.0,0.0,0.0,nan,0.0,,Unknown,0.0005998800239952009,可能漂綠,高風險,正常
上市,2022,3532.0,台勝科,1.96,9305.55,9307.51,僅母公司,0.568,百萬元營業額,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,3533.0,嘉澤,0.0,0.0,12710.08,本公司及廣州、蘇州、中山子公司,0.47,百萬元營業額,ISO 14001,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,3535.0,晶彩科,0.0,22.2,22.2,僅母公司,0.0152,百萬元營業額,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,3543.0,州巧,0.0,0.0,0.0,nan,0.0,,Unknown,0.0014997000599880023,可能漂綠,高風險,正常
上市,2022,3545.0,敦泰,0.0,0.0,3.47,台灣地區,0.0003,百萬元營業額,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,3550.0,聯穎,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,3557.0,嘉威,0.0,0.0,0.0,nan,0.0,,Unknown,0.0005998800239952009,可能漂綠,高風險,正常
上市,2022,3563.0,牧德,0.0,10.0,10.0,牧德科技股份有限公司,0.0048,百萬元營業額,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,3576.0,聯合再生,1352.4,2414.0,3766.4,母公司(竹科廠、竹南廠及台南廠),0.23,百萬元營業額,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,3583.0,辛耘,0.0,0.0,314.45,新竹縣湖口鄉中華路16號,0.0,,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,3588.0,通嘉,0.68,2.4,3.08,母公司(竹北及板橋office),0.002,百萬元營業額,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,3591.0,艾笛森,0.72,7.19,7.91,艾笛森中和所有廠區及子公司艾特中和廠區,0.025,百萬元營業額,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,3592.0,瑞鼎,0.0,0.0,32.55,母公司-瑞鼎科技,0.0014,百萬元營業額,ISO 14001,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,3593.0,力銘,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,3596.0,智易,121.462,990.84,1112.302,台灣總部、中國生產中心及越南生產中心,0.024,百萬元營業額,Unknown,0.0011997600479904018,無漂綠跡象,高風險,正常
上市,2022,3605.0,宏致,2.4595,20.4,22.8595,此數據是上環保局網站申報的資料,0.0,,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,3607.0,谷崧,0.0,0.0,0.0,nan,0.0,,Unknown,0.0005998800239952009,可能漂綠,高風險,正常
上市,2022,3617.0,碩天,0.0,21.718,21.718,僅母公司（碩天科技台北總部與台南工廠）,0.0,,ISO 14064-1,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,3622.0,洋華,3.14,45.297,48.437,母公司,31.3305,百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2022,3645.0,達邁,8.34,11668.12,11676.46,母公司,6.4321,百萬元營業額,ISO 14001,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,3652.0,精聯,0.0,5.35,5.35,僅母公司之文件紙張銷毀量及電子廢棄物數量,0.2857,億營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2022,3653.0,健策,749.0,676.0,1425.0,母公司,0.14,百萬元營業額,ISO 14001,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2022,3661.0,世芯-KY,0.0,0.0,1.3453,新竹辦公室,0.0,,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,3665.0,貿聯-KY,802.7,6470.2,7272.9,涵蓋集團33個生產據點: 昆山貿聯廠、昆山翔光廠、常州廠、常州BCNC廠、深圳通盈廠、翔耀廠、康聯廠、廈門新視廠、百事聯廠、佛山城鉞廠、新加 坡加冷廠、馬來西亞柔佛廠、馬來西亞檳城廠、加州廠、密西根廠、德州廠、墨西哥廠、加拿大廠、塞爾維亞廠、斯洛伐克廠、德國廠、法國廠、捷克廠、義大利廠等。,0.0,,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,3669.0,圓展,6.9,96.15,103.05,母公司,0.0342,百萬元營業額,ISO 14001,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2022,3673.0,TPK-KY,355.09,7748.37,8103.46,包含合併財務報表之母子公司,0.0001,千元營業額,ISO 14001,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,3679.0,新至陞,0.0,16.3824,16.3824,111.01~111.12,0.0145,百萬元營業額,ISO 14001,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,3686.0,達能,0.0,0.0106,0.0106,包含合併財務報表之母子公司,0.0002,百萬元營業額,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,3694.0,海華,10.949,92.3,103.249,上海子公司廠區,0.0,,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,3701.0,大眾控,0.0,0.0,0.0,nan,0.0,,Unknown,0.0005998800239952009,可能漂綠,高風險,正常
上市,2022,3702.0,大聯大,0.0,0.0,225.82,台灣地區統計範圍包含台北總部及林口倉庫，海外地區統計範圍包含中國地區部份辦公室及香港、東莞倉庫,0.06,各據點員工合計數,依照確信準則3000號「非屬歷史性財務資訊查核或核閱之確信案件」進行有限確信驗證，指標揭露內容參照GRI 306-3,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,3703.0,欣陸,0.0,0.0,33513.3,母公司及主要營運子公司,1.0425,百萬元營業額,ISO 14001，驗證範圍：鳳山、安平及淡水水資源回收中心,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2022,3704.0,合勤控,25.26,674.84,700.1,合勤投資控股股份有限公司、盟創科技股份有限公司、合勤科技股份有限公司、兆勤科技股份有限公司,0.03,百萬元營業額,ISO 14001,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,3705.0,永信,0.0,0.0,0.0,nan,0.0,,Unknown,0.0005998800239952009,可能漂綠,高風險,正常
上市,2022,3706.0,神達,140.65,2502.46,2643.11,合併財務報表之母子公司，含台灣營運、研發中心及廠區；中國主要生產據點：廣東順達廠區/江蘇昆達廠區/江蘇璽達廠區；美國加州組裝廠區：MiTAC Information SystemsCorp.,0.0553,百萬元營業額,Unknown,0.0011997600479904018,無漂綠跡象,高風險,正常
上市,2022,3708.0,上緯投控,117.41,373.76,491.17,上緯興業股份有限公司、上偉碳纖複合材料股份有限公司、磁震科技開發股份有限公司,0.15,百萬元營業額,ISO 14001,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,3711.0,日月光投控,25418.89,49972.38,75391.27,日月光半導體製造股份有限公司(高雄廠、中壢廠、無錫廠、上海材料廠、上海月芯半導體、日本廠、韓國廠、 新加坡廠、馬來西亞廠、ISE Labs)、矽品精密工業股份有限公司(大豐廠、中山廠、中科廠、新竹廠、彰化廠、中工廠、蘇州廠)、環電股份有限公司(南投廠、張江廠、昆山廠、金橋廠、惠州廠、墨西哥廠),1.164,公斤/千美金營收,ISO14001; GRI; SASB,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,3712.0,永崴投控,0.0,0.0,0.0,母公司,0.0,母公司為控股公司,Unknown,0.0005998800239952009,可能漂綠,高風險,正常
上市,2022,3714.0,富采,9899.04,2105.63,12004.67,邊界主要為富采投資控股股份有限公司，且包含旗下主要子公司晶元光電(包含台灣各廠區據點新竹、苗栗、台中與台南)及其下大陸子公司晶品光電(常州)、晶宇光電(廈門)及江蘇璨揚光電，隆達電子及其大陸子公司達亮電子與晶成半導體,0.0,,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,3715.0,定穎投控,41560.0,11689.0,53249.0,資料涵蓋範圍包含合併財務報表之母子公司,3.481,百萬元營業額,ISO 14001,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,3716.0,中化控股,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,4104.0,佳醫,0.0,18.946,18.946,僅母公司,0.0,仟元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2022,4106.0,雃博,0.0,67.675,67.675,"僅母公司(即土城廠區),因製程改變故已無有害廢棄物產生。",0.0536,百萬元營業額,Unknown,0.0011997600479904018,無漂綠跡象,高風險,正常
上市,2022,4108.0,懷特,0.0,6.0,6.0,台北公司及楊梅精製廠,0.0,,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2022,4119.0,旭富,493.69,2277.27,2770.96,包含合併財務報表之母子公司,0.0071,產品,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,4133.0,亞諾法,0.0,0.0,5.74,資料涵蓋範圍僅母公司。,0.0,,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,4137.0,麗豐-KY,0.0,0.0,46.277,子公司微碩(上海)日用品有限公司,0.0,,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2022,4142.0,國光生,0.0,0.0,531.1527,僅母公司,0.2359,百萬元營業額,ISO 14001,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,4148.0,全宇生技-KY,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,4155.0,訊映,0.0,0.0,0.0,nan,0.0,,Unknown,0.0005998800239952009,可能漂綠,高風險,正常
上市,2022,4164.0,承業醫,0.0,0.0,6.364,包含合併財務報表之母子公司,0.002,百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2022,4190.0,佐登-KY,0.3491,43.91,44.2591,台灣子公司:有害0.0171公噸/非有害40.6公噸 廣州子公司:有害0.332公噸/非有害3.31公噸,0.0,,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,4306.0,炎洲,0.0,0.0,12397.91,台灣廠區,0.84,百萬元營業額,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,4414.0,如興,12.602,635.51,648.112,中國常州廠區與柬埔寨廠區,0.0,,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,4426.0,利勤,0.0,483.41,483.41,2022年1-12月輸入能源分析,0.1305,產品,ISO 14001,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,4438.0,廣越,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,4439.0,冠星-KY,4013.8045,1031.818,5045.6225,TOP SPORTS TEXTILE LTD.,0.3097,產品,EMeRet,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,4440.0,宜新實業,0.0,44.659,44.659,垃圾-彰化廠/台北辦公室/宿舍,0.0,,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,4526.0,東台,0.0,66.83,66.83,東台精機股份有限公司第一廠,0.0093,產品,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,4532.0,瑞智,0.0,357.2,357.2,僅母公司,0.04,百萬元營業額,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,4536.0,拓凱,2.0,124.0,126.0,本公司,0.0,,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,4540.0,全球傳動,0.0,133.529,133.529,111年度,3.9,百萬元營業額,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,4545.0,銘鈺,176.0,280.0,456.0,母公司,0.38,百萬元營業額,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,4551.0,智伸科,583.48,1648.99,2232.47,包含合併財務報表之母子公司,0.0,產品,ISO 14001,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,4552.0,力達-KY,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,4555.0,氣立,0.0,35.0,35.0,僅母公司,0.0539,百萬元營業額,ISO 9001 及 ISO14001,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,4557.0,永新-KY,0.0,0.0,0.0,nan,0.0,,Unknown,0.0005998800239952009,可能漂綠,高風險,正常
上市,2022,4560.0,強信-KY,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,4562.0,穎漢,0.0,20.3,20.3,111年度,0.0,,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,4564.0,元翎,7.26,394.84,402.1,本公司及重要子公司,0.0,,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,4566.0,時碩工業,0.0,0.0,358.637,母公司,0.1549,百萬元營業額,ISO 14064-1,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,4571.0,鈞興-KY,65.752,601.4,667.152,主要生產子公司珠海鈞興及越南鈞興,0.0003,千元營業額,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,4572.0,駐龍,0.0,20.68,20.68,合併財務報表之母子公司,0.03,百萬元營業額,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,4576.0,大銀微系統,0.88,281.31,282.19,母公司之總部及二廠,0.2052,千小時總經歷工時,ISO 14001,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,4581.0,光隆精密-KY,0.0,0.0,52.9212,包含合併財務報表之母子公司,0.052,百萬元營業額,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,4583.0,台灣精銳,0.0,0.0,209.21,母公司,0.0,千元營業額,ISO9001、ISO14001,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2022,4720.0,德淵,26.01,49.87,75.88,廢棄物量係以母公司計算；排放密集度單位係以合併財務報表百萬營業額計算。,0.0208,百萬元營業額,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,4722.0,國精化,275.11,5333.72,5608.83,母公司,0.0,,ISO 14001,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2022,4736.0,泰博,0.0,0.0,0.0,nan,0.0,,Unknown,0.0008998200359928014,可能漂綠,高風險,正常
上市,2022,4737.0,華廣,4.8,57.924,62.724,母公司,0.0,,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2022,4739.0,康普,0.0,480.65,480.65,康普集團,0.0,,ISO 14001,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,4746.0,台耀,61.04,1093.62,1154.66,母公司,0.3035,百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2022,4755.0,三福化,860.75,236.75,1097.5,僅母公司(善化廠、柳科廠、高雄廠),0.0002,營業額；廢棄物量 / 仟元,ISO 14064-1 溫室氣體盤查標準、確信準則公報第一號,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,4763.0,材料-KY,705.63,627.81,1333.44,合併財務報表之母子公司,0.0003,營業額(仟元單位),Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2022,4764.0,雙鍵,4.5633,51.55,56.1133,母公司,0.02,百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2022,4766.0,南寶,711.0,972.0,1683.0,僅母公司,0.27,百萬元營業額,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,4770.0,上品,0.0,13.56,13.56,僅母公司,0.0022,百萬元營業額,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,4807.0,日成-KY,9567.0,128546.0,138113.0,2022年度,0.0,,Unknown,0.0014997000599880023,無漂綠跡象,高風險,正常
上市,2022,4904.0,遠傳,0.0,0.0,983.97,母公司及新世紀資通、和宇寬頻及全虹等3家子公司,0.01,百萬元營業額,ISAE3000確信標準,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,4906.0,正文,78.63,1262.46,1341.09,台灣總部、正鵬(昆山)廠、安博(常熟)廠及越南正文廠,0.0001,仟元營業額,ISO 14001,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,4912.0,聯德控股-KY,42.0,610.0,652.0,重要子公司聯德精密材料(中國)股份有限公司,5.2,產品,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2022,4915.0,致伸,91.55,2575.177,2666.727,致伸科技及子公司東莞東聚、致伸重慶、致伸昆山、惠州迪芬尼、東莞迪芬尼、東城迪芬尼，迪芬尼電聲、致伸泰國、迪芬尼泰國,0.0337,百萬元營業額,ISO 14001,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,4916.0,事欣科,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,4919.0,新唐,529.0,284.0,813.0,僅母公司,80.0,公克/層-晶圓光罩,ISO 14001,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,4927.0,泰鼎-KY,11807.484,3986.832,15794.316,包含合併財務報表之母子公司,1.0595,百萬元營業額,ISO 14001,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,4930.0,燦星網,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,4934.0,太極,0.0,0.0,2.84,母公司及越南子公司,2.84,每位員工,ISO 14001,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,4935.0,茂林-KY,0.0,0.0,0.0,nan,0.0,,Unknown,0.0005998800239952009,可能漂綠,高風險,正常
上市,2022,4938.0,和碩,1778.43,57290.27,59068.7,和碩聯合科技(股)公司、昌碩科技(上海)、世碩電子(昆山)、名碩電腦(蘇州)、康碩電子(蘇州)、凱碩電腦(蘇州)、旭碩科技(重慶)、凱全電子(重慶)、Pegatron Mexico S.A. de C.V.、PEGATRON Czech s.r.o.、PT. PEGATRON TECHNOLOGY INDONESIA、PEGATRON VIETNAM COMPANY LIMITED、PEGATRON TECHNOLOGY HAI PHONG COMPANY LIMITED、PEGATRON TECHNOLOGY INDIA PRIVATE LIMITED,0.045,百萬元營業額,ISO 14001,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,4942.0,嘉彰,0.0,1087.02,1087.02,111年度廢棄物量統計,0.48,百萬元營業額,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,4943.0,康控-KY,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,4952.0,凌通,0.0,0.0,13.62,母公司,0.0043,百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2022,4956.0,光鋐,186.781,269.288,456.069,111年01月~111年12月,0.0,,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
