"報告年度:2022","議題:溫室氣體排放"
"公司代號","公司名稱","範疇一-排放量(噸CO2e)","範疇一-資料邊界","範疇一-取得驗證","範疇二-排放量(噸CO2e)","範疇二-資料邊界","範疇二-取得驗證","範疇三-排放量(噸CO2e)","範疇三-資料邊界","範疇三-取得驗證","溫室氣體排放密集度-密集度(噸CO2e/單位)","溫室氣體排放密集度-單位"
"=""2891""","中信金","3223.0000","中信金控、中信銀行(含14處海外分行/支行)、台灣彩券、中信保全、台灣人壽(含子公司中信產險及中信資融)、中信AMC、中信創投、中信投信、中信證券。","ISO 9001","40502.0000","中信金控、中信銀行(含14處海外分行/支行)、台灣彩券、中信保全、台灣人壽(含子公司中信產險及中信資融)、中信AMC、中信創投、中信投信、中信證券。","ISO 9001","17120489.0000","法人授信、股權及公司債、電廠專案融資、國內個金房貸、商用不動產授信、主權國家債務(含授信及非交易目的債券投資)","ISO 14001","0.3100","每百萬淨收益"
"=""2892""","第一金","2657.0000","本公司暨合併財報內子公司除「第一金證券亞洲」因係設籍於英屬維京群島之紙上公司且已盤查其實際營運之子公司「第一金和昇證券」而未列入盤查範圍外，各公司全數營運據點已完成盤查作業。","ISO 9001","18858.0000","本公司暨合併財報內子公司除「第一金證券亞洲」因係設籍於英屬維京群島之紙上公司且已盤查其實際營運之子公司「第一金和昇證券」而未列入盤查範圍外，各公司全數營運據點已完成盤查作業。","ISO 9001","434.0000","1.範疇三(運輸造成之間接溫室氣體排放-商務旅行) : 330公噸CO2e。涵蓋範圍為銀行、證券、投信、人壽、AMC子公司。 2.範疇三(組織使用產品造成之間接溫室氣體排放-營運產生的廢棄物處理) : 104公噸CO2e。涵蓋範圍為國內全數營運據點。","ISO 9001","0.3200","淨收益百萬NTD"
"=""2897""","王道銀行","271.5440","母公司全球營運據點","ISO 9001","2834.8000","母公司全球營運據點按市場基礎","ISO 9001","1285.0600","母公司全球營運據點","ISO 9001","0.0005","新台幣仟元淨收益"
"=""2901""","欣欣","無，無統計相關數據","","","2632.0000","母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2903""","遠百","5815.0014","僅母公司","ISO 9001","77942.3474","僅母公司","ISO 9001","65732.7993","僅母公司","ISO 9001","146.9400","億元營業額"
"=""2904""","匯僑","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2905""","三商","無，3","","","123.6800","母公司(建北大樓11F,16F,19F)","","無，尚未盤查","","","無，母公司為辦公室業務為主",""
"=""2906""","高林","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2908""","特力","27.4200","&#11935;公司","","1413.1200","母公司","","無，無統計相關數據","","","0.0954","百萬營收"
"=""2910""","統領","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2911""","麗嬰房","522.6000","僅母公司","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2912""","統一超","29940.0100","母公司，盤查範圍涵蓋6,791個據點，包含門市、商場、辦公室、訓練中心，溫室氣體盤查邊界涵蓋率100%。","ISO 9001","504544.4000","母公司，盤查範圍涵蓋6,791個據點，包含門市、商場、辦公室、訓練中心，溫室氣體盤查邊界涵蓋率100%。","ISO 9001","2393290.2800","母公司","ISO 9001","2.9200","百萬元營業額"
"=""2913""","農林","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2915""","潤泰全","162.2560","母公司","","3155.5300","母公司","","無，無統計相關數據","","","1.2600","百萬元營業額"
"=""2923""","鼎固-KY","1719.7800","包含上海打浦橋日月光中心、上海嘉定日月光中心、上海御華山以及重慶日月光中心，共計四據點。","","3893.7600","包含上海打浦橋日月光中心、上海嘉定日月光中心、上海御華山以及重慶日月光中心，共計四據點。","","無，無統計相關數據","","","0.3800","新台幣十萬元營收"
"=""2929""","淘帝-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2939""","永邑-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2945""","三商家購","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3002""","歐格","無，無統計相關數據","","","40.4500","母公司","","無，無統計相關數據","","","0.0800","百萬元營業額"
"=""3003""","健和興","107.1811","僅母公司","","6071.0771","僅母公司","","無，無統計相關數據","","","0.0020","千元營業額"
"=""3004""","豐達科","134.8900","僅母公司","","8587.7500","僅母公司","","43386.7300","僅母公司","","3.9700","百萬元營業額"
"=""3005""","神基","12381.5300","涵蓋神基投控暨其八家子公司","ISO 9001","94648.4300","涵蓋神基投控暨其八家子公司","ISO 9001","200557.7600","涵蓋神基投控暨其八家子公司","ISO 9001","98.1600","百萬元營業額"
"=""3006""","晶豪科","44.5300","母公司","","3591.5200","母公司","","無，無統計相關數據","","","0.2243","百萬元營業額"
"=""3008""","大立光","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3010""","華立","1634.8432","母公司及子公司(全順)","","1163.4487","母公司及子公司(全順)","","無，無統計相關數據","","","0.6683","仟萬元營業額"
"=""3011""","今皓","無，3","","","無，策劃評估中","","","無，策劃評估中","","","無，策劃評估中",""
"=""3013""","晟銘電","2339.2100","包含合併財務報表之母子公司","","26302.0000","包含合併財務報表之母子公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3014""","聯陽","958.0000","母公司","","1319.0000","母公司","","無，無進行範疇三盤查，以金管會要求先進行範疇一和二盤查","","","0.4400","百萬元營業額"
"=""3015""","全漢","911.4000","母公司與部分子公司","ISO 9001","15232.5400","母公司與部分子公司","ISO 9001","36.4000","母公司與部分子公司","ISO 9001","1.0829","百萬元營業額"
"=""3016""","嘉晶","488.1000","僅母公司","","54439.3000","僅母公司","","無，無統計相關數據","","","9.3000","百萬元營業額"
"=""3017""","奇鋐","5409.5500","台灣高雄、深圳奇宏/興奇宏、東莞明鑫/興奇宏、成都奇宏、武漢奇宏/興奇宏、嘉善萬順達、越南","ISO 9001","78638.9300","台灣高雄、深圳奇宏/興奇宏、東莞明鑫/興奇宏、成都奇宏、武漢奇宏/興奇宏、嘉善萬順達、越南","ISO 9001","230345.1700","深圳奇宏/興奇宏、東莞明鑫/興奇宏、成都奇宏、武漢奇宏/興奇宏","ISO 9001","5.6125","溫室氣體排放總量/營業額=314,393.65 噸co2 / 56,017 TWD’M =5.6125"
"=""3018""","隆銘綠能","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3019""","亞光","168.4126","母公司","","10610.6962","母公司","","1838.6314","母公司","","0.5700","百萬元營業額"
"=""3021""","鴻名","151.1900","母公司自有辦公區(500坪)","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3022""","威強電","109.4418","僅母公司","","1712.6624","僅母公司","","2580.1934","僅母公司","","0.3478","百萬元營業額"
"=""3023""","信邦","2665.7100","集團100%持股之11個據點","ISO 9001","18030.4500","集團100%持股之11個據點","ISO 9001","33343.6900","集團100%持股之11個據點","ISO 9001","0.6769","20,696.16(噸)/30,574.800(新台幣百萬元,2022年營收)= 0.6769"
"=""3024""","憶聲","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3025""","星通","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3026""","禾伸堂","320.9900","母公司","","29171.7100","母公司","","無，無統計相關數據","","","1.8100","產品"
"=""3027""","盛達","42.1400","僅母公司","","232.5400","僅母公司","","無，無統計相關數據","","","0.3100","百萬元營業額"
"=""3028""","增你強","144.6600","範圍包含台灣區內湖總部辦公室","","564.6300","範圍包含台灣區內湖總部辦公室","","無，無統計相關數據","","","0.0365","百萬元營業額"
"=""3029""","零壹","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3030""","德律","無，3","","","無，本公司屬實收資本額23.6億元之公司，個體公司(即母公司) 及合併子公司，是分別屬於第三階段和第四階段，須於2026年和2027年完成溫室氣體盤查，目前尚無需要進行盤查。","","","無，本公司屬實收資本額23.6億元之公司，個體公司(即母公司) 及合併子公司，是分別屬於第三階段和第四階段，須於2026年和2027年完成溫室氣體盤查，目前尚無需要進行盤查。","","","無，本公司屬實收資本額23.6億元之公司，個體公司(即母公司) 及合併子公司，是分別屬於第三階段和第四階段，須於2026年和2027年完成溫室氣體盤查，目前尚無需要進行盤查。",""
"=""3031""","佰鴻","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3032""","偉訓","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3033""","威健","29.4000","台灣營運據點為主（臺北內湖總公司、內湖倉儲中心、桃園倉儲中心及中南部聯絡處(新竹、臺中及高雄)）","","351.7100","台灣營運據點為主（臺北內湖總公司、內湖倉儲中心、桃園倉儲中心及中南部聯絡處(新竹、臺中及高雄)）","","無，無盤查","","","0.0132","百萬元營業額"
"=""3034""","聯詠","462.8166","母公司","ISO 14001","18107.3538","母公司","ISO 14001","1362515.0950","母公司","ISO 14001","0.1689","百萬元營業額"
"=""3035""","智原","111.3240","母公司","","3283.9090","母公司","","無，無統計相關數據","","","0.2900","百萬元營業額"
"=""3036""","文曄","103.4225","包含合併財務報表母子公司之台灣各營運據點，並新增香港及新加坡物流中心。","ISO 9001","1494.3245","包含合併財務報表母子公司之台灣各營運據點，並新增香港及新加坡物流中心。","ISO 9001","212.3325","包含合併財務報表母子公司之台灣各營運據點，並新增香港及新加坡物流中心。","ISO 9001","0.0028","百萬元營業額"
"=""3037""","欣興","35805.3500","母公司及部分子公司","ISO 9001","906274.1000","母公司及部分子公司","ISO 9001","231337.6000","母公司及部分子公司","ISO 9001","6.7100","百萬元營業額"
"=""3038""","全台","98.0000","母公司及東莞廠","","11606.0000","母公司及東莞廠","","無，範疇三盤查輔導正進行中","","","0.0012","PCS"
"=""3040""","遠見","0.0000","母公司","","20.0000","母公司","","無，無工廠，無生產行為","","","無，無工廠，無生產行為",""
"=""3041""","揚智","0.0000","僅母公司","","1041.9230","僅母公司","","無，無統計相關數據","","","0.0238","產品"
"=""3042""","晶技","307.9305","台灣晶技平鎮廠","ISO 9001","23107.2329","台灣晶技平鎮廠","ISO 9001","4100.7786","台灣晶技平鎮廠","ISO 9001","0.0540","產品"
"=""3043""","科風","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3044""","健鼎","75639.0000","健鼎-平鎮/無錫/湖北廠區","","716791.0000","健鼎-平鎮/無錫/湖北廠區","","25584.0000","健鼎-無錫廠區","","0.0121","百萬元營業額"
"=""3045""","台灣大","5331.6296","含合併財務報表之母子公司共14家","ISO 9001","282140.6069","含合併財務報表之母子公司共14家","ISO 9001","313385.3430","含合併財務報表之母子公司共14家","ISO 9001","3.9900","百萬元營業額"
"=""3046""","建碁","0.0000","含合併財務報表之母子公司","ISO 9001","10.0900","包含合併財務報表之母子公司","ISO 9001","無，部分項目併入母公司(宏碁集團)進行計算","","ISO 9001","0.0000","百萬元營業額"
"=""3047""","訊舟","無，無統計相關數據","","","821.5000","僅母公司","","無，無統計相關數據","","","0.2055","百萬元營業額"
"=""3049""","精金","10595.9361","母公司","ISO 9001","45655.8379","母公司","ISO 9001","13834.3347","母公司","ISO 9001","0.0234","公噸 CO2e／營業額仟元"
"=""3050""","鈺德","875.8560","僅母公司","","6231.9790","僅母公司","","無，無統計相關數據","","","7107.8350","產品"
"=""3051""","力特","11.9837","母公司","","21542.6780","母公司","","無，無統計相關數據","","","7.3141","百萬元營業額"
"=""3052""","夆典","114.7830","總部辦公處所(新北市中和區新民街112號4樓)","","132.2646","總部辦公處所(新北市中和區新民街112號4樓)","","無，無統計相關數據","","","0.2788","營業額以百萬計"
"=""3054""","立萬利","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3055""","蔚華科","0.0000","僅母公司","","1839.0000","僅母公司","","無，無統計相關數據","","","2.9700","百萬元營業額"
"=""3056""","富華新","18.0000","資料涵蓋母公司及子公司總太營造","","792.0000","資料涵蓋母公司及子公司總太營造","","無，無統計相關數據","","","0.0093","仟元"
"=""3057""","喬鼎","23.0100","母公司","","1054.2600","母公司","","無，無統計相關數據","","","1.3470","百萬元營業額"
"=""3058""","立德","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3059""","華晶科","無，無統計相關數據","","","1154.0000","母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3060""","銘異","91.8300","僅母公司桃園市龜山區範疇","","4198.5600","僅母公司桃園市龜山區範疇","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3062""","建漢","20.1300","僅母公司","","543.0700","僅母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3090""","日電貿","96.2140","母公司(新店廠辦及中和廠)","","216.7770","母公司(新店廠辦及中和廠)","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3092""","鴻碩","1576.4500","合併財務報表之重要子公司-鴻碩蘇州公司","ISO 9001","14909.1500","合併財務報表之重要子公司-鴻碩蘇州公司","ISO 9001","16040.5600","合併財務報表之重要子公司-鴻碩蘇州公司","ISO 9001","9.6740","百萬元營業額"
"=""3094""","聯傑","68.8080","母公司","","400.6581","母公司","","696.1001","母公司","","1.5861","百萬元營業額"
"=""3130""","一零四","95.5300","包含全集團，惟化糞池甲烷計算僅含新店總公司","","1117.6400","包含合併財務報表之母子公司全台營運據點，但不包涵高雄租賃之辦公室（無獨立電表)","","無，無統計相關數據","","","0.0363","以每坪碳排放量計算"
"=""3138""","耀登","14.6581","僅母公司","ISO 9001","128.6258","僅母公司","ISO 9001","94.0279","僅母公司","ISO 9001","2.0460","人"
"=""3149""","正達","174.1222","母公司","","21690.9864","母公司","","無，相關數據尚在盤查中","","","26.1061","百萬元營業額"
"=""3164""","景岳","242.9000","111年天然氣使用量(鍋爐) 111年 立方公尺 1月 14463.25 2月 6783.08 3月 12173.20 4月 8698.39 5月 12686.1 6月 10038.35 7月 10784.03 8月 10352.52 9月 10980.87 10月12035.04 11月 9864.23 12月 10280.6","","1910.9600","資料邊界： 111年用電度數 11101 264400 11102 238500 11103 319800 11104 301800 11105 316200 11106 332700 11107 348000 11108 369200 11109 354900 11110 352300 11111 320000 11112 288900","","無，無統計相關數據","","","87.1600","產品"
"=""3167""","大量","69.7700","僅母公司","","529.6900","僅母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3189""","景碩","16213.4354","母公司(石磊、清華、新豐一、新豐二)","ISO 9001","254282.1480","母公司(石磊、清華、新豐一、新豐二)","ISO 9001","5906.5005","母公司(石磊、清華、新豐一、新豐二)","ISO 9001","0.0799","產品"
"=""3209""","全科","無，無統計相關數據","","","254.1700","僅包含母公司的台灣總部、各點辦公室及物流倉儲。","","無，無統計相關數據","","","0.0040","百萬元營業額"
"=""3229""","晟鈦","無，無統計相關數據","","","4898.0000","合併財務報表之母子公司","","無，無統計相關數據","","","5.9700","百萬元營業額"
"=""3231""","緯創","19528.2834","母公司及全球主要營運與製造廠區(昆山廠、泰州廠、中山廠、重慶廠、成都廠、墨西哥廠、捷克廠、昆山光電廠及馬來西亞廠)","ISO 9001","303653.2102","母公司及全球主要營運與製造廠區(昆山廠、泰州廠、中山廠、重慶廠、成都廠、墨西哥廠、捷克廠、昆山光電廠及馬來西亞廠)","ISO 9001","11099059.8994","母公司及全球主要營運與製造廠區(昆山廠、泰州廠、中山廠、重慶廠、成都廠、墨西哥廠、捷克廠、昆山光電廠及馬來西亞廠)","ISO 9001","0.3546","百萬元營業額"
"=""3257""","虹冠電","無，無統計相關數據","","","298.0000","母公司辦公室","","35.2400","委外廠商","","0.5866","百萬元營業額"
"=""3266""","昇陽","無，無統計相關數據","","","100487.0000","僅母公司","","無，無統計相關數據","","","1.5000","員工人數67人"
"=""3296""","勝德","4.7792","僅母公司","","203.7430","僅母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3305""","昇貿","64.0118","營運控制法","ISO 9001","1089.9320","營運控制法","ISO 9001","0.0000","營運控制法","ISO 9001","3.3534","公噸/千元營業額"
"=""3308""","聯德","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3311""","閎暉","4.4200","本公司之子公司(旭榮電子(深圳)有限公司)","ISO 14001","2611.1800","本公司之子公司(旭榮電子(深圳)有限公司)","ISO 14001","無，無統計相關數據","","","13.0616","新台幣百萬元營業額"
"=""3312""","弘憶股","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3321""","同泰","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3338""","泰碩","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3346""","麗清","20.7000","母公司","","1472.5000","母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3356""","奇偶","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3376""","新日興","926.2556","僅母公司","ISO 9001","25701.8991","僅母公司","ISO 9001","8539.9157","僅母公司","ISO 9001","0.0031","千元個體營收"
"=""3380""","明泰","91.3800","明泰科技新竹廠","ISO 9001","4471.9000","明泰科技新竹廠","ISO 9001","585.0800","明泰科技新竹廠","ISO 9001","4563.2800","111年組織溫室氣體排放總量"
"=""3406""","玉晶光","84.0530","母公司","","11983.6920","母公司","","無，無統計相關數據","","","0.0006","百萬元營業額"
"=""3413""","京鼎","151.6125","僅母公司","ISO 9001","3100.7145","僅母公司","ISO 9001","7881.5846","包含合併財務報表之母子公司","ISO 9001","0.0028","人工時"
"=""3416""","融程電","39.8500","僅母公司","","733.5400","僅母公司","","無，無統計相關數據","","","0.3010","百萬元營業額"
"=""3419""","譁裕","無，無統計相關數據","","","917.8000","僅母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3432""","台端","0.0000","包含合併財務報表之母子公司","","94.8744","包含合併財務報表之母子公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3437""","榮創","342.5500","僅母公司","","7979.6900","僅母公司","","無，無統計相關數據","","","3.8050","百萬元營業額"
"=""3443""","創意","174.8613","包含合併財務報表之母子公司","ISO 14001","8708.6177","包含合併財務報表之母子公司","ISO 14001","1598.0109","包含合併財務報表之母子公司","ISO 14001","0.4360","百萬元營業額"
"=""3447""","展達","162.2400","包含合併財務報表之母子公司","ISO 9001","3477.4300","包含合併財務報表之母子公司","ISO 9001","2028869.7500","包含合併財務報表之母子公司","ISO 9001","0.6060","百萬元營業額"
"=""3450""","聯鈞","137.6800","母公司","","9095.1100","母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3454""","晶睿","121.9400","168+192+桃園廠區","ISO 9001","1832.6397","168+192+桃園廠區","ISO 9001","334.2945","168+192+桃園廠區","ISO 9001","0.2299","百萬元營業額"
"=""3481""","群創","114682.3610","上述排放量僅台灣母公司與大陸生產據點子公司，合併財務報表之母子公司範疇一總量為114927.1300噸CO2e","ISO 9001","2605218.7180","上述排放量僅台灣母公司與大陸生產據點子公司，合併財務報表之母子公司範疇二總量為2640375.3940噸CO2e","ISO 9001","1221348.5170","上述排放量僅台灣母公司與大陸生產據點子公司，範疇三資料涵蓋範圍包含上下游運輸和配送、員工差旅、員工通勤、採購之商品及服務、營運過程產生之廢棄物、投資子公司等","ISO 9001","12.1578","百萬元營業額"
"=""3494""","誠研","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3501""","維熹","870.0000","合併財務報表之母子公司(不含美日子公司)","","15607.0000","合併財務報表之母子公司(不含美日子公司)","","1108.0000","合併財務報表之母子公司(不含美日子公司)","","2.6800","百萬元營業額"
"=""3504""","揚明光","1.5670","僅母公司","","14044.7700","僅母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3515""","華擎","無，無統計相關數據","","","1567.1400","僅母公司","","無，無統計相關數據","","","0.1230","百萬元營業額"
"=""3518""","柏騰","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3528""","安馳","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3530""","晶相光","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3532""","台勝科","5914.3178","僅母公司","ISO 14001","224035.6540","僅母公司","ISO 14001","5325377.0745","僅母公司","ISO 14001","14.0300","百萬元營業額"
"=""3533""","嘉澤","3433.7200","本公司於中國大陸廣州、蘇州、中山之子公司","ISO 9001","39433.8600","本公司於中國大陸廣州、蘇州、中山之子公司","ISO 9001","87465.8200","本公司於中國大陸廣州、蘇州、中山之子公司","ISO 9001","4.8100","百萬元營業額"
"=""3535""","晶彩科","749.2170","僅母公司","","無，未有外購電力、熱或蒸氣等能源利用的間接排放","","","無，無統計相關數據","","","0.5134","百萬元營業額"
"=""3543""","州巧","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3545""","敦泰","87.9800","台灣母公司","","1039.8100","台灣母公司","","無，無統計相關數據","","","2.6800","員工人數"
"=""3550""","聯穎","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3557""","嘉威","347.1932","母公司及大陸子公司","","27329.3768","母公司及大陸子公司","","無，無統計相關數據","","","4.9236","百萬元營業額"
"=""3563""","牧德","24.4300","牧德科技股份有限公司","","702.4300","牧德科技股份有限公司","","無，無統計相關數據","","","0.3500","百萬元營業額"
"=""3576""","聯合再生","2077.3673","母公司(台北、竹科廠、竹南廠及台南廠)","ISO 9001","62240.3972","母公司(台北、竹科廠、竹南廠及台南廠)","ISO 9001","11809.1759","母公司(台北、竹科廠、竹南廠及台南廠)","ISO 9001","4.7000","百萬元營業額"
"=""3583""","辛耘","718.0000","新竹縣湖口鄉中華路16號","","9981.0000","新竹縣湖口鄉中華路16號","","無，無統計相關數據","","","無，未進行第三方查證，資料可能不準確",""
"=""3588""","通嘉","無，3","","","無，不適用","","","704.4200","母公司(竹北及板橋office)","","0.4528","百萬元營業額"
"=""3591""","艾笛森","44.2600","艾笛森中和所有廠區及子公司艾特中和廠區","","1401.0000","艾笛森中和所有廠區及子公司艾特中和廠區","","無，無統計相關數據","","","4.5500","百萬元營業額"
"=""3592""","瑞鼎","278.5975","母公司-瑞鼎科技","ISO 14001","1290.6150","母公司-瑞鼎科技","ISO 14001","無，無統計相關數據","","","0.0700","百萬元營業額"
"=""3593""","力銘","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3596""","智易","999.2370","台灣總部、中國生產中心及越南生產中心","ISO 9001","30263.7640","台灣總部、中國生產中心及越南生產中心","ISO 9001","3446207.1130","台灣總部、中國生產中心及越南生產中心","ISO 9001","0.5380","產品重量(KG)"
"=""3605""","宏致","218.8880","母公司","ISO 9001","3900.4136","母公司","ISO 9001","1262.4014","母公司","ISO 9001","1.1953","百萬元營業額"
"=""3607""","谷崧","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3617""","碩天","126.9635","僅母公司（碩天科技台北總部與台南工廠）","ISO 9001","646.5360","僅母公司（碩天科技台北總部與台南工廠）","ISO 9001","125.5878","僅母公司（碩天科技台北總部與台南工廠）","ISO 9001","無，無統計相關數據",""
"=""3622""","洋華","20.4400","母公司","","1917.6000","母公司","","無，無統計相關數據","","","1.2536","百萬元營業額"
"=""3645""","達邁","13373.2692","達邁銅鑼廠","ISO 9001","21382.4160","達邁銅鑼廠","ISO 9001","無，無統計相關數據","","","19.1456","百萬元營業額"
"=""3652""","精聯","無，無統計相關數據","","","400.0000","僅母公司","","無，無統計相關數據","","","0.2136","百萬營業額"
"=""3653""","健策","353.4700","母公司","","23003.8300","母公司","","162.2100","母公司","","2.2900","百萬元營業額"
"=""3661""","世芯-KY","無，無統計相關數據","","","211.0302","台北總公司、新竹辦公室","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3665""","貿聯-KY","2808.3300","全球33個生產廠區: 昆山貿聯廠、昆山翔光廠、常州廠、常州BCNC廠、深圳通盈廠、翔耀廠、康聯廠、廈門新視廠、百事聯廠、佛山城鉞廠、新加坡加冷廠、馬來西亞柔佛廠、馬來西亞檳城廠、加州廠、密西根廠、德州廠、墨西哥廠、加拿大廠、塞爾維亞廠、斯洛伐克廠、德國廠、法國廠、捷克廠、義大利廠等。","","46322.9300","全球33個生產廠區: 昆山貿聯廠、昆山翔光廠、常州廠、常州BCNC廠、深圳通盈廠、翔耀廠、康聯廠、廈門新視廠、百事聯廠、佛山城鉞廠、新加坡加冷廠、馬來西亞柔佛廠、馬來西亞檳城廠、加州廠、密西根廠、德州廠、墨西哥廠、加拿大廠、塞爾維亞廠、斯洛伐克廠、德國廠、法國廠、捷克廠、義大利廠等。","","無，無統計相關數據","","","49131.2600","百萬元營業額"
"=""3669""","圓展","60.5000","母公司","ISO 9001","2180.3500","母公司","ISO 9001","3080.6400","母公司","ISO 9001","0.7445","百萬元營業額"
"=""3673""","TPK-KY","12190.0900","包含合併財務報表之母子公司","ISO 9001","294255.1300","包含合併財務報表之母子公司","ISO 9001","34081.8600","包含合併財務報表之母子公司","ISO 9001","0.0032","千元營業額"
"=""3679""","新至陞","7.0040","合併財務報表之母子公司","ISO 14001","4478.9124","合併財務報表之母子公司","ISO 14001","無，無統計相關數據","","","無，無統計相關數據",""
"=""3686""","達能","0.0000","包含合併財務報表之母子公司","","25.2000","包含合併財務報表之母子公司","","無，無統計相關數據","","","0.5700","百萬元營業額"
"=""3694""","海華","168.1100","上海子公司廠區","","10112.9900","上海子公司廠區","","2.4200","上海子公司廠區","","0.0820","產品"
"=""3701""","大眾控","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3702""","大聯大","1065.5200","大聯大控股股份有限公司及部分列入合併財務報表之子公司(涵蓋台灣地區、中國地區、韓國地區及新加坡地區)","ISO 9001","6168.0900","大聯大控股股份有限公司及部分列入合併財務報表之子公司(涵蓋台灣地區、中國地區、韓國地區及新加坡地區)","ISO 9001","23662.6900","大聯大控股股份有限公司及部分列入合併財務報表之子公司(涵蓋台灣地區、中國地區、韓國地區及新加坡地區)","ISO 9001","0.0500","盤查據點面積(平方米)"
"=""3703""","欣陸","1617.4600","母公司及主要營運子公司","","38936.3900","母公司及主要營運子公司","","14668.8500","總部大樓及淡水、鳳山、安平及臨海水資源中心","","1.2616","百萬元營業額"
"=""3704""","合勤控","352.0324","合勤投資控股股份有限公司、盟創科技股份有限公司、合勤科技股份有限公司、兆勤科技股份有限公司","ISO 9001","5869.4874","合勤投資控股股份有限公司、盟創科技股份有限公司、合勤科技股份有限公司、兆勤科技股份有限公司","ISO 9001","1171.0510","合勤投資控股股份有限公司、盟創科技股份有限公司、合勤科技股份有限公司、兆勤科技股份有限公司","ISO 9001","0.1900","百萬元營業額"
"=""3705""","永信","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
