"報告年度:2021","議題:溫室氣體排放"
"公司代號","公司名稱","範疇一-排放量(噸CO2e)","範疇一-資料邊界","範疇一-取得驗證","範疇二-排放量(噸CO2e)","範疇二-資料邊界","範疇二-取得驗證","範疇三-排放量(噸CO2e)","範疇三-資料邊界","範疇三-取得驗證","溫室氣體排放密集度-密集度(噸CO2e/單位)","溫室氣體排放密集度-單位"
"=""2890""","永豐金","1061.8468","金控及旗下5家主要子公司（永豐銀行、永豐金證券、永豐投信、永豐金租賃、永豐創業投資) 之國內所有營運據點納入統計範疇。","ISO 14001","16757.3928","金控及旗下5家主要子公司（永豐銀行、永豐金證券、永豐投信、永豐金租賃、永豐創業投資) 之國內所有營運據點納入統計範疇。","ISO 14001","7029.5492","金控及旗下5家主要子公司（永豐銀行、永豐金證券、永豐投信、永豐金租賃、永豐創業投資） 之國內所有營運據點納入統計範疇。","ISO 14001","2.1098","每人"
"=""2891""","中信金","3377.0000","中信銀行及金控轄下各子公司","ISO 14001","38817.0000","中信銀行及金控轄下各子公司","ISO 14001","16678897.0000","銀行部分授信、銀行投資、證券投資、保險投資、上市櫃及未上市櫃股權和公司債、法人授信、電廠專案融資、以及房貸之財務碳排量","","0.2300","營業額"
"=""2892""","第一金","2470.0000","本公司暨合併財報內子公司除「第一金證券亞洲」因係設籍於英屬維京群島之紙上公司且已盤查其實際營運之子公司「第一金和昇證券」而未列入盤查範圍外，各公司全數營運據點已完成盤查作業。","ISO 9001","19409.0000","本公司暨合併財報內子公司除「第一金證券亞洲」因係設籍於英屬維京群島之紙上公司且已盤查其實際營運之子公司「第一金和昇證券」而未列入盤查範圍外，各公司全數營運據點已完成盤查作業。","ISO 9001","388.0000","1.類別三(運輸造成之間接溫室氣體排放-商務旅行) : 290公噸CO2e。涵蓋範圍為銀行、證券、投信、人壽、AMC子公司。 2.類別四(組織使用產品造成之間接溫室氣體排放-營運產生的廢棄物處理) : 98公噸CO2e。涵蓋範圍為國內全數營運據點。","ISO 9001","0.3500","淨收益百萬NTD。本公司暨合併財報內子公司除「第一金證券亞洲」因係設籍於英屬維京群島之紙上公司且已盤查其實際營運之子公司「第一金和昇證券」而未列入盤查範圍外，各公司全數營運據點已完成盤查作業。"
"=""2897""","王道銀行","225.2523","母公司全台營運據點","ISO 9001","2772.0740","母公司全台營運據點","ISO 9001","465.9870","母公司全台營運據點","ISO 9001","3.9670","員工人數"
"=""2901""","欣欣","無，無統計相關數據","","","3201.5740","包含合併財務報表之母子公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2903""","遠百","4034.3000","僅母公司","","67146.2000","僅母公司","","51582.5000","僅母公司","","151.7700","億元營業額"
"=""2904""","匯僑","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2905""","三商","無，無統計相關數據","","","808.7700","母公司(建北大樓)","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2906""","高林","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2908""","特力","28.1500","母公司","","1530.1300","母公司","","無，無統計相關數據","","","0.0700","百萬營收"
"=""2910""","統領","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2911""","麗嬰房","481.0000","僅母公司","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2912""","統一超","31252.9700","母公司，盤查範圍涵蓋6,522個據點，包含門市、後勤辦公室、訓練中心，溫室氣體盤查邊界涵蓋率99.41%。","ISO 9001","464932.8200","母公司，盤查範圍涵蓋6,522個據點，包含門市、後勤辦公室、訓練中心，溫室氣體盤查邊界涵蓋率99.41%。","ISO 9001","185910.7200","母公司","ISO 9001","2.9500","百萬營業額"
"=""2913""","農林","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2915""","潤泰全","無，無統計相關數據","","","317.5500","母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2923""","鼎固-KY","1615.5900","包含上海打浦橋日月光中心、上海嘉定日月光中心、上海御華山以及重慶日月光中心，共計四據點。","","68059.5500","包含上海打浦橋日月光中心、上海嘉定日月光中心、上海御華山以及重慶日月光中心，共計四據點。","","無，無統計相關數據","","","1.4500","新台幣十萬元營收"
"=""2929""","淘帝-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2939""","永邑-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2945""","三商家購","無，無統計相關數據","","","無，無統計相關數據","","","54.7980","僅母公司台電每月電費單據其數據顯示之減碳排量","","無，無統計相關數據",""
"=""3002""","歐格","無，無統計相關數據","","","52.0100","僅母公司","","無，無統計相關數據","","","0.2000","營業額"
"=""3003""","健和興","138.5900","僅母公司","","7951.3700","僅母公司","","無，無統計相關數據","","","0.0024","營業額"
"=""3004""","豐達科","102.1200","母公司","","663.0400","母公司","","無，ISO14064-1輔導階段，尚待彙總計算中","","","0.5900","單位:百萬營業額"
"=""3005""","神基","10331.4600","涵蓋神基投控暨其八家子公司","ISO 9001","125222.4200","涵蓋神基投控暨其八家子公司","ISO 9001","209197.5600","涵蓋神基投控暨其八家子公司","ISO 9001","126.0000","營業額"
"=""3006""","晶豪科","124.0000","母公司","","3246.0000","母公司","","無，無統計相關數據","","","0.1413","營業額"
"=""3008""","大立光","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3010""","華立","1443.1789","母公司及子公司(全順)","","1474.0598","母公司及子公司(全順)","","無，無統計相關數據","","","5235.0000","營業額"
"=""3011""","今皓","無，3","","","無，尚在評估中","","","無，尚在評估中","","","無，尚在評估中",""
"=""3013""","晟銘電","1949.8700","包含合併財務報表之母子公司","","33996.0100","包含合併財務報表之母子公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3014""","聯陽","139.0000","母公司","","1282.0000","母公司","","0.0000","母公司","","無，無統計相關數據",""
"=""3015""","全漢","1371.4200","母公司與部分子公司","ISO 9001","16739.2500","母公司與部分子公司","ISO 9001","11.5700","範疇三:商務旅行(母公司與部分子公司)","ISO 9001","1.0877","營業額"
"=""3016""","嘉晶","3886.0000","僅母公司","","51059.0000","僅母公司","","無，尚未納入盤查範圍","","","0.5808","產品"
"=""3017""","奇鋐","4064.7100","台灣高雄、深圳奇宏/興奇宏、東莞明鑫/興奇宏、成都奇宏、武漢奇宏/興奇宏、嘉善萬順達","ISO 9001","111611.8200","台灣高雄、深圳奇宏/興奇宏、東莞明鑫/興奇宏、成都奇宏、武漢奇宏/興奇宏、嘉善萬順達","ISO 9001","無，無統計相關數據","","","2.4400","溫室氣體排放總量/營業額=115,676.53 噸co2 / 47,332 TWD’M =2.44%"
"=""3018""","隆銘綠能","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3019""","亞光","172.0253","僅母公司潭子廠區","ISO 9001","11036.1493","僅母公司潭子廠區","ISO 9001","1912.3544","僅母公司潭子廠區","ISO 9001","0.5300","營業額"
"=""3021""","鴻名","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3022""","威強電","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3023""","信邦","2318.5500","集團100%持股之11個據點","ISO 9001","21326.0400","集團100%持股之11個據點","ISO 9001","19801.8500","集團100%持股之11個據點","ISO 9001","0.9200","23,644.59(噸)/25,530.706(新台幣百萬元,2021年營收)= 0.92"
"=""3024""","憶聲","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3025""","星通","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3026""","禾伸堂","338.1300","母公司","","23607.0900","母公司","","無，無統計相關數據","","","1.2100","產品"
"=""3027""","盛達","無，3","","","無，預計9月底申報","","","無，預計9月底申報","","","無，預計9月底申報",""
"=""3028""","增你強","無，無統計相關數據","","","570.7300","母公司","","無，無統計相關數據","","","0.0140","營業額"
"=""3029""","零壹","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3030""","德律","無，3","","","無，本公司屬實收資本額 23.6 億元之公司，個體公司(即母公司) 及合併子公司，是分別屬於第三階段和第四階段，須於2026年和2027年完成溫室氣體盤查，目前尚無需要進行盤查","","","無，本公司屬實收資本額 23.6 億元之公司，個體公司(即母公司) 及合併子公司，是分別屬於第三階段和第四階段，須於2026年和2027年完成溫室氣體盤查，目前尚無需要進行盤查","","","無，本公司屬實收資本額 23.6 億元之公司，個體公司(即母公司) 及合併子公司，是分別屬於第三階段和第四階段，須於2026年和2027年完成溫室氣體盤查，目前尚無需要進行盤查",""
"=""3031""","佰鴻","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3032""","偉訓","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3033""","威健","30.1200","威健在台灣營運據點為主（臺北內湖總公司、內湖倉儲中心、桃園倉儲中心及中南部聯絡處(新竹、臺中及高雄)）","","386.0600","威健在台灣營運據點為主（臺北內湖總公司、內湖倉儲中心、桃園倉儲中心及中南部聯絡處(新竹、臺中及高雄)）","","無，無盤查","","","0.0372","樓地板面積m2"
"=""3034""","聯詠","276.4467","母公司","ISO 14001","17024.3129","母公司","ISO 14001","無，範疇三2021年只作排放源鑑別未進行量化，預計2022年增加範疇三盤查","","","0.1278","新臺幣百萬營業額"
"=""3035""","智原","34.2100","母公司","","3332.7400","母公司","","無，無統計相關數據","","","0.5000","營業額"
"=""3036""","文曄","144.6972","包含合併財務報表母子公司之台灣各營運據點","ISO 9001","1038.5507","包含合併財務報表母子公司之台灣各營運據點","ISO 9001","190.9526","包含合併財務報表母子公司之台灣各營運據點","ISO 9001","0.0442","樓地板面積(平方公尺)"
"=""3037""","欣興","34169.0000","母公司及部份子公司","ISO 9001","912692.0000","母公司及部份子公司","ISO 9001","252932.0000","母公司及部份子公司","ISO 9001","9.0600","百萬元營業額"
"=""3038""","全台","86.0000","母公司及東莞廠","","13819.0000","母公司及東莞廠","","無，無統計相關數據","","","0.0012","PCS"
"=""3040""","遠見","0.0000","母公司","","20.0000","母公司","","無，無工廠，無生產行為","","","無，無工廠，無生產行為",""
"=""3041""","揚智","2.6085","僅母公司","","1096.8700","僅母公司","","無，無統計相關數據","","","0.0167","產品"
"=""3042""","晶技","301.0695","台灣晶技平鎮廠","ISO 9001","21214.9482","台灣晶技平鎮廠","ISO 9001","3955.8297","類別三及類別四","ISO 9001","0.0450","產品"
"=""3043""","科風","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3044""","健鼎","67261.0000","健鼎-平鎮/無錫/湖北廠區","","973667.0000","健鼎-平鎮/無錫/湖北廠區","","無，無統計相關數據","","","0.0165","營業額"
"=""3045""","台灣大","6177.7965","含合併財務報表之母子公司共13家","ISO 9001","269124.5399","含合併財務報表之母子公司共13家","ISO 9001","350484.7844","含合併財務報表之母子公司共13家","ISO 9001","0.0000","營業額"
"=""3046""","建碁","2.2200","僅申報公司","ISO 9001","113.0000","僅申報公司","ISO 9001","無，僅部分項目併入母公司進行計算","","ISO 9001","0.0400","百萬營業額"
"=""3047""","訊舟","無，無統計相關數據","","","832.9080","僅母公司","","無，無統計相關數據","","","0.2292","百萬營業額"
"=""3048""","益登","無，無統計相關數據","","","419.0000","僅母公司(台灣區)","","無，無統計相關數據","","","0.0040","百萬營業額"
"=""3049""","精金","39846.5890","母公司","ISO 9001","44300.7360","母公司","ISO 9001","無，無統計相關數據","","","0.1700","產品"
"=""3050""","鈺德","95.3290","僅母公司","","7072.0060","僅母公司","","無，無統計相關數據","","","7167.3350","產品"
"=""3051""","力特","0.3500","母公司","","18960.0600","母公司","","無，無統計相關數據","","","5.1000","營業額"
"=""3052""","夆典","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3054""","立萬利","無，3","","","無，依「上市櫃公司永續發展路徑圖之時程」規劃，本公司適用時程屬第三階段,115年完成盤查,117年完成查證,故尚無資料。","","","無，依「上市櫃公司永續發展路徑圖之時程」規劃，本公司適用時程屬第三階段,115年完成盤查,117年完成查證,故尚無資料。","","","無，依「上市櫃公司永續發展路徑圖之時程」規劃，本公司適用時程屬第三階段,115年完成盤查,117年完成查證,故尚無資料。",""
"=""3055""","蔚華科","12.9600","僅母公司","","1851.4200","僅母公司","","0.0000","僅母公司","","1.5700","百萬營業額"
"=""3056""","富華新","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3057""","喬鼎","23.6600","母公司","","1105.2300","母公司","","無，無統計相關數據","","","1.4859","百萬營業額"
"=""3058""","立德","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3059""","華晶科","無，無統計相關數據","","","1145.0000","母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3060""","銘異","81.4300","僅桃園市龜山區母公司範疇","","5408.5200","僅桃園市龜山區母公司範疇","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3062""","建漢","698.1860","僅母公司","","677.1751","僅母公司","","無，無統計相關數據","","","0.0000","營業額"
"=""3090""","日電貿","15.4960","僅母公司","","167.9210","僅母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3092""","鴻碩","1571.4900","合併財務報表之重要子公司-鴻碩蘇州公司","ISO 9001","13117.7649","合併財務報表之重要子公司-鴻碩蘇州公司","ISO 9001","15230.1400","合併財務報表之重要子公司-鴻碩蘇州公司","ISO 9001","0.0099","營業額"
"=""3094""","聯傑","18.0980","母公司","","396.1000","母公司","","657.3300","母公司","","1.5116","營業額"
"=""3130""","一零四","無，3","","","1040.3280","包含合併財務報表之母子公司全台營運據點","","無，無統計相關數據","","","0.0369","無生產活動，以每坪碳排放量計算"
"=""3138""","耀登","16.0987","僅母公司","","124.3353","僅母公司","","76.4055","僅母公司","","0.0000","營業額"
"=""3149""","正達","49.5200","母公司","","26789.2000","母公司","","無，無統計相關數據","","","11.0400","(間接+直接)26,838.72噸CO2e/個體營收淨額2,431百萬元"
"=""3164""","景岳","162.5232","110年天然氣使用量(鍋爐) 110年	立方公尺 1月	6984.9 2月	4166.73 3月	7056.54 4月	6036.12 5月	7580.35 6月	7586.11 7月	6501.85 8月	7893.72 9月	10685 10月	6964.4 11月	7722.41 12月	7228.61","","2066.1316","110年用電度數 11001	302700 11002	232900 11003	336200 11004	333100 11005	379600 11006	378400 11007	389100 11008	396100 11009	353900 11010	368200 11011	325600 11012	320000","","無，無統計相關數據","","","59.3623","產品"
"=""3167""","大量","80.0000","母公司","","2233.0000","母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3189""","景碩","16293.9580","僅母公司","ISO 9001","233403.7820","僅母公司","ISO 9001","151399.3000","僅母公司","ISO 9001","0.0670","產品"
"=""3209""","全科","無，無統計相關數據","","","259.9200","僅包含母公司的台灣總部、各點辦公室及物流倉儲。","","無，無統計相關數據","","","0.5500","營業額"
"=""3229""","晟鈦","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3231""","緯創","20382.5100","母公司(內湖總部/汐止辦公區/新竹廠)及全球主要營運與製造廠區(昆山廠、泰州廠、中山廠、重慶廠、成都廠、墨西哥廠、捷克廠及昆山光電廠)","ISO 9001","287909.8700","母公司(內湖總部/汐止辦公區/新竹廠)及全球主要營運與製造廠區(昆山廠、泰州廠、中山廠、重慶廠、成都廠、墨西哥廠、捷克廠及昆山光電廠)","ISO 9001","16141042.9300","母公司(內湖總部/汐止辦公區/新竹廠)及全球主要營運與製造廠區(昆山廠、泰州廠、中山廠、重慶廠、成都廠、墨西哥廠、捷克廠及昆山光電廠)","ISO 9001","0.3900","單位:千噸CO2e/十億元新台幣(以緯創全球主要製造廠區溫室氣體排放量 / 廠區營收做為計算基準)"
"=""3257""","虹冠電","無，3","","","356.0000","110年台電帳單統計","","無，無統計相關數據","","","27.6070","營業額"
"=""3266""","昇陽","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3296""","勝德","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3305""","昇貿","55.0000","母公司","","1144.0000","母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3308""","聯德","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3311""","閎暉","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3312""","弘憶股","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3321""","同泰","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3338""","泰碩","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3346""","麗清","4.8000","發電機用柴油+化糞池2021/01~2021/12","","1147.6000","台電電力2021/01~2021/12","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3356""","奇偶","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3376""","新日興","551.8689","僅母公司","ISO 9001","25750.3185","僅母公司","ISO 9001","5098.2150","僅母公司","ISO 9001","無，無統計相關數據",""
"=""3380""","明泰","96.6415","明泰科技新竹廠","ISO 9001","4327.4167","明泰科技新竹廠","ISO 9001","633252.5060","明泰科技新竹廠","ISO 9001","0.0026","營業額"
"=""3406""","玉晶光","49.8050","台中市大雅區科雅東路一號，包括辦公室、作業廠區及依據環保署管制編號要求設定。","","12160.2472","台中市大雅區科雅東路一號，包括辦公室、作業廠區及依據環保署管制編號要求設定。","","無，其他來自於他人之資源、設備所產生的排放，亦包括任何與公司商業活動有關，但來自他人資產。","","","83.2520","產品"
"=""3413""","京鼎","無，3","","","無，預計9月出具","","","無，預計9月出具","","","無，預計9月出具",""
"=""3416""","融程電","41.0200","僅母公司","","711.6600","僅母公司","","無，無統計相關數據","","","0.3010","營業額"
"=""3419""","譁裕","無，無統計相關數據","","","888.0000","僅母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3432""","台端","0.0000","包含合併財務報表之母子公司","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3437""","榮創","411.8022","榮創能源科技股份有限公司","ISO 9001","9253.7676","榮創能源科技股份有限公司","ISO 9001","無，無統計相關數據","","","無，無統計相關數據",""
"=""3443""","創意","101.8500","本次報告書邊界為創意電子台灣地區，涵蓋新竹總部、新竹分部，未納入海外子公司","ISO 9001","4546.8200","本次報告書邊界為創意電子台灣地區，涵蓋新竹總部、新竹分部，未納入海外子公司","ISO 9001","3.3400","本次報告書邊界為創意電子台灣地區，涵蓋新竹總部、新竹分部，未納入海外子公司","ISO 9001","0.3100","營業額"
"=""3450""","聯鈞","107.7700","母公司","","12358.1400","母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3454""","晶睿","84.3600","中和192+168","","1010.7900","中和192+168","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3481""","群創","305787.5600","群創光電(母公司)及子公司：寧波群志光電、寧波群輝光電、佛山群志光電、佛山群輝物流、南京群志光電、上海群志光電、寧波群豐駿電子","ISO 9001","3014686.8900","群創光電(母公司)及子公司：寧波群志光電、寧波群輝光電、佛山群志光電、佛山群輝物流、南京群志光電、上海群志光電、寧波群豐駿電子","ISO 9001","609013.8900","群創光電(母公司)及子公司：寧波群志光電、寧波群輝光電、佛山群志光電、佛山群輝物流、南京群志光電、上海群志光電、寧波群豐駿電子","ISO 9001","0.0000","1.單位:溫室氣體排放量(噸CO2e)/營業額(元)。2.溫室氣體排放量為2021年度排放量, 營業額為2021年度營業額。"
"=""3494""","誠研","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3501""","維熹","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3504""","揚明光","0.5200","僅母公司","","14688.7500","僅母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3515""","華擎","無，無統計相關數據","","","1074.2200","僅母公司","","無，無統計相關數據","","","0.0740","每百萬營業額"
"=""3518""","柏騰","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3528""","安馳","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3530""","晶相光","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3532""","台勝科","6302.9300","僅母公司","ISO 9001","234876.1900","僅母公司","ISO 9001","","","","0.0610","產品"
"=""3533""","嘉澤","7712.5600","本公司於中國大陸廣州、蘇州、中山之子公司","ISO 9001","62018.4900","本公司於中國大陸廣州、蘇州、中山之子公司","ISO 9001","88317.5500","本公司於中國大陸廣州、中山之子公司","ISO 9001","無，無統計相關數據",""
"=""3535""","晶彩科","764.8600","僅母公司","","無，無統計相關數據","","","無，無統計相關數據","","","0.5440","以百萬元營業額為單位"
"=""3543""","州巧","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3545""","敦泰","無，3","","","883.2700","台灣新竹總部","","無，無統計相關數據","","","2.0400","員工人數"
"=""3550""","聯穎","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3557""","嘉威","392.1062","母公司及大陸子公司","","36023.2987","母公司及大陸子公司","","無，無統計相關數據","","","0.0069","營業額"
"=""3563""","牧德","25.0000","牧德科技股份有限公司","","744.0000","牧德科技股份有限公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3576""","聯合再生","317.4000","母公司(竹科廠、竹南廠及台南廠)","","65229.5000","母公司(竹科廠、竹南廠及台南廠)","","無，無統計相關數據","","","5.4500","百萬營業額"
"=""3583""","辛耘","811.4235","新竹縣湖口鄉中華路16號","ISO 9001","9785.9880","新竹縣湖口鄉中華路16號","ISO 9001","無，無統計相關數據","","","10597.4115","35473520000 (辛耘母公司營收)"
"=""3588""","通嘉","無，無統計相關數據","","","無，無統計相關數據","","","694.3100","母公司","","0.3015","營業額"
"=""3591""","艾笛森","1309.7700","僅母公司","","無，無統計相關數據","","","無，無統計相關數據","","","1.3653","每百萬元營業額"
"=""3592""","瑞鼎","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3593""","力銘","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3596""","智易","871.3700","台灣總部及中國與越南生產中心","ISO 9001","30596.9100","台灣總部及中國與越南生產中心","ISO 9001","無，預計111年7月底前完成統計。","","","0.0008","產品"
"=""3605""","宏致","129.7500","母公司","ISO 9001","4214.9500","母公司","ISO 9001","1266.6500","母公司","ISO 9001","無，2021年營收10,575,862千元",""
"=""3607""","谷崧","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3617""","碩天","無，無統計相關數據","","","347.9200","台北總部","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3622""","洋華","20.8400","母公司","","981.8500","母公司","","無，無統計相關數據","","","0.0011","營業額"
"=""3645""","達邁","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3652""","精聯","無，無統計相關數據","","","370.0000","僅母公司","","無，無統計相關數據","","","0.2125","佰萬營業額"
"=""3653""","健策","455.9100","母公司","","21955.8400","母公司","","無，無統計相關數據","","","3.1800","營業額(百萬)"
"=""3661""","世芯-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3665""","貿聯-KY","3215.0000","計範圍涵蓋集團 17 個生產據點：昆山貿聯廠、昆山翔光廠、常州廠、深圳通盈廠、翔耀廠、康聯廠、廈門新視廠、百事聯廠、佛山城鉞廠、新加坡加冷廠、馬來西亞柔佛廠、馬來西亞檳城廠、 塞爾維亞廠、斯洛伐克廠、加州廠、德州廠、墨西哥廠。","ISO 14001","40207.8300","統計範圍涵蓋集團 17 個生產據點：昆山貿聯廠、昆山翔光廠、常州廠、深圳通盈廠、翔耀廠、康聯廠、廈門新視廠、百事聯廠、佛山城鉞廠、新加坡加冷廠、馬來西亞柔佛廠、馬來西亞檳城廠、塞爾維亞廠、斯洛伐克廠、加州廠、德州廠、墨西哥廠。","ISO 14001","無，無統計相關數據","","","1.1200","營業額"
"=""3669""","圓展","98.3900","母公司","","2303.7800","母公司","","無，無統計相關數據","","","0.0007","仟元營業額"
"=""3673""","TPK-KY","7262.7081","涵蓋邊界：宸鴻科技（廈門）有限公司、鴻通科技（廈門）有限公司、宸美（廈門）光電有限公司、祥達光學（廈門）有限公司、寶宸（廈門）光學科技有限公司、宸鴻科技（平潭）有限公司","ISO 9001","347089.6010","宸鴻科技（廈門）有限公司、鴻通科技（廈門）有限公司、宸美（廈門）光電有限公司、祥達光學（廈門）有限公司、寶宸（廈門）光學科技有限公司、宸鴻科技（平潭）有限公司","ISO 9001","38680.1253","宸鴻科技（廈門）有限公司、鴻通科技（廈門）有限公司、宸美（廈門）光電有限公司、祥達光學（廈門）有限公司、寶宸（廈門）光學科技有限公司、宸鴻科技（平潭）有限公司","ISO 9001","0.0038","千元營業額"
"=""3679""","新至陞","8.0600","合併財務報表之母子公司","ISO 14001","5903.4600","合併財務報表之母子公司","ISO 14001","無，無統計相關數據","","","無，無統計相關數據",""
"=""3686""","達能","0.0000","包含合併財務報表之母子公司。","","384.0000","包含合併財務報表之母子公司。","","無，無統計相關數據","","","0.0000","營業額"
"=""3694""","海華","41.2000","上海子公司廠區","","13056.2200","上海子公司廠區","","無，無統計相關數據","","","0.0551","產品"
"=""3701""","大眾控","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3702""","大聯大","819.2500","盤查範圍包含台灣區及中國區主要營運據點辦公室及自有倉儲","ISO 9001","2772.1200","盤查範圍包含台灣區及中國區主要營運據點辦公室及自有倉儲","ISO 9001","6392.7900","盤查範圍包含台灣區及中國區主要營運據點辦公室及自有倉儲","ISO 9001","0.0300","盤查據點面積(平方米)"
"=""3703""","欣陸","352.3500","母公司及主要營運子公司","","30401.1700","母公司及主要營運子公司","","8560.9600","營運中之淡水及鳳山水資源中心","","1.1456","百萬營業額"
"=""3704""","合勤控","8.4400","母公司","","42.5300","母公司","","無，依金融監督管理委員會規劃之資訊揭露時程，揭露溫室氣體盤查（範疇一及範疇二)","","","0.0400","百萬營業額"
"=""3705""","永信","無，3","","","無，預計2026年12月完成","","","無，預計2026年12月完成","","","無，預計2026年12月完成",""
"=""3706""","神達","1698.0000","合併財務報表之母子公司, 含台灣營運、研發中心及廠區; 中國主要生產據點: 廣東順達廠區、江蘇昆達廠區; 美國加州組裝廠區: MiTACIS","","40817.0000","合併財務報表之母子公司, 含台灣營運、研發中心及廠區; 中國主要生產據點: 廣東順達廠區、江蘇昆達廠區; 美國加州組裝廠區: MiTACIS","","2112.0000","合併財務報表之母子公司, 含台灣營運、研發中心及廠區; 中國主要生產據點: 廣東順達廠區、江蘇昆達廠區; 美國加州組裝廠區: MiTACIS","","1.0100","營業額/單位為「百萬新台幣」"
