"公司代號","公司名稱","英文簡稱","申報原因","產業類別","報告書內容涵蓋期間","編製依循準則","第三方驗證單位","第三方採用標準","會計師確信驗證單位","會計師確信採用標準","永續報告書網址","永續報告書檔案","上傳日期","修正後報告書","修正後報告書上傳日期","永續報告書英文版網址","永續報告書英文版檔案","英文版上傳日期","英文版修正後報告書","英文版修正後報告書上傳日期","報告書聯絡資訊","備註"
"5426","振發","　CF","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電腦及週邊設備業","2022/01/01~2022/12/31","2. OTHERS其他依循標準：GRI G3.1","無","無資料","N/A","","http://www.chengfwa.com.tw","","2023/06/14","","","http://www.chengfwa.com.tw                                                                                                                                                                              ","","2023/06/14","","","tinaling@chengfwa.com.tw                                                                                                ","無"
"5443","均豪","GPM","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","光電業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.gpmcorp.com.tw/enterprise_sustainable.php#ap05","","2023/08/04","","","                                                                                                                                                                                                        ","","","","","csr@gpmcorp.com.tw                                                                                                      ",""
"5457","宣德","SPEED TECH","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電子零組件業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.speedtech.com.tw/esg-sustainability-ch/","","2023/08/24","","","https://www.speedtech.com.tw/esg-sustainability-ch/                                                                                                                                                     ","","2023/08/24","","","Brian.Jhou@speedtech.com.tw                                                                                             ","無。"
"5478","智冠","SOFT-WORLD","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","文化創意業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.soft-world.com/Investors/Policy?EKind=1052","","2023/09/28","","","https://www.soft-world.com/en/esg.html                                                                                                                                                                  ","","2023/12/13","","","csr@soft-world.com.tw                                                                                                   ","無。"
"5483","中美晶","SAS","5. 股本達新臺幣一百億元以上者","半導體業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","5.其他","DNV-GL","","https://www.saswafer.com/%e8%b3%87%e8%a8%8a%e4%b8%ad%e5%bf%83/","","2023/06/26","","","https://www.saswafer.com/en/information-center_en/                                                                                                                                                      ","","2023/07/31","","","Linda@saswafer.com                                                                                                      ","編製依循準則：GRI 準則+SASB永續會計準則"
"5508","永信建","YCDC","5. 股本達新臺幣一百億元以上者","建材營造","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.ys-construction.com.tw/download#d3","","2023/06/01","","","                                                                                                                                                                                                        ","","","","","ysesg@yungshin.com.tw                                                                                                   ",""
"5511","德昌","TE  CHANG","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","建材營造","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","法國標準協會(AFNOR)","","http://www.tccon.com.tw/#","","2023/08/25","","","                                                                                                                                                                                                        ","","","","","maggie.wang@tccon.com.tw                                                                                                ",""
"5512","力麒","RICH","5. 股本達新臺幣一百億元以上者","建材營造","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.rhd.com.tw/service/csr.php","","2023/06/26","","","                                                                                                                                                                                                        ","","","","","jefflin@rhd.com.tw                                                                                                      ","無"
"5514","三豐","SUN FON","5. 股本達新臺幣一百億元以上者","建材營造","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://sunfon.com.tw","","2023/05/12","","","                                                                                                                                                                                                        ","","","","","safo7225@ms27.hinet.net                                                                                                 ","無"
"5530","龍巖","LUNG YEN","5. 股本達新臺幣一百億元以上者","其他","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","資誠聯合會計師事務所","","https://www.lyls.com.tw/sitePage/ESG","","2023/08/02","","","https://www.lyls.com.tw/sitePage/ESG                                                                                                                                                                    ","","2023/09/12","","","janet@lyls.com.tw                                                                                                       ","無"
"5536","聖暉*","ACTER","5. 股本達新臺幣一百億元以上者","其他電子業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","立恩威國際驗證股份有限公司（DNV Taiwan）","","https://www.acter.com.tw/csr/download","","2023/06/30","","","https://www.acter.com.tw/en/csr/download                                                                                                                                                                ","","2023/08/11","","","esg@acter.com.tw                                                                                                        ",""
"5701","劍湖山","JFS","5. 股本達新臺幣一百億元以上者","觀光餐旅","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","2.ISAE3000","國富浩華聯合會計師事務所高雄所","","https://www.janfusun.com.tw","","2023/09/27","","","                                                                                                                                                                                                        ","","","","","customer@mail.janfusun.com.tw                                                                                           ","無"
"5703","亞都麗緻","Landis Taipei","2. 屬餐飲收入占其全部營業收入之比率達百分之五十以上者","觀光餐旅","2022/01/01~2022/12/31","2. OTHERS其他依循標準：GRI準則、SASB準則","會計師事務所：","1.確信準則公報第一號","國富浩華聯合會計師事務所","","http://taipei.landishotelsresorts.com/manage/upload/ckeditor/files/永續報告書/2022永續報告書20230925.pdf","","2023/09/25","","","                                                                                                                                                                                                        ","","","","","center.chchiu@landisgroup.com.tw                                                                                        ",""
"5864","致和證","　CIS","","金融業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","正風聯合會計師事務所","","https://www.wintan.com.tw/ir_content.php?m=5&i=1","","2023/09/27","","","                                                                                                                                                                                                        ","","","","","0953944433@jyhher.com.tw                                                                                                ",""
"5878","台名","TABC","4. 屬金融保險業者","金融業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","國富浩華聯合會計師事務所","","https://www.tabc.com.tw/duty.aspx?id=1061","","2023/09/27","","","https://www.tabc.com.tw/duty.aspx?id=1061                                                                                                                                                               ","","2023/12/26","","","ESG@tabc.com.tw                                                                                                         ",""
"5902","德記","Tait","2. 屬餐飲收入占其全部營業收入之比率達百分之五十以上者","居家生活","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","資誠聯合會計師事務所","","https://www.tait.com.tw/tw/investors/csr.aspx","","2023/08/28","","","https://www.tait.com.tw/en/investors/csr.aspx                                                                                                                                                           ","","2023/09/26","","","jane-hsu@taitnet.com.tw                                                                                                 ","無"
"5903","全家","FamilyMart","","居家生活","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","資誠聯合會計師事務所","","https://www.family.com.tw/newenterprise/csrAdmin/images/article-reportsection/20240126033446_file.pdf","","2023/06/20","","2024/01/29","https://www.family.com.tw/newenterprise/csrAdmin/images/article-reportsection/20230731122220_file.pdf                                                                                                   ","","2023/07/31","","","smile@family.com.tw                                                                                                     ",""
"5904","寶雅","Poya","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","居家生活","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","資誠聯合會計師事務所","","https://www.poya.com.tw/investor/sustainability-reports","","2023/08/29","","2023/09/19","https://www.poya.com.tw/investor/en/sustainability-reports                                                                                                                                              ","","2023/09/19","","","fin888@poya.com.tw                                                                                                      ",""
"5905","南仁湖","NRL","5. 股本達新臺幣一百億元以上者","觀光餐旅","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.nanrenhu.com.tw/","","2023/06/29","","","                                                                                                                                                                                                        ","","","","","koun@kentington.com.tw                                                                                                  ",""
"6015","宏遠證","HORIZON Sec.","","金融業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","安永會計師事務所","","https://www.honsec.com.tw/about/?l=3&id=1088","","2023/09/05","","","                                                                                                                                                                                                        ","","","","","victoria.wang@honsec.com.tw                                                                                             ",""
"6016","康和證","concords","","金融業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","資誠聯合會計事務所","","https://www.concords.com.tw/about/csr/csr-report.htm?mnu=04","","2023/06/26","","2023/08/21","https://www.concords.com.tw/english/sr.htm?mnu=03                                                                                                                                                       ","","2023/08/14","","2023/08/21","chin.ya@concords.com.tw                                                                                                 ","2022英文版永續報告書，預計112/9/30前上傳"
"6020","大展證","TACHAN","","金融業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","安永聯合會計師事務所","","https://www.tachan.com.tw/corpgovernance?func=SocResp&page=SocResp_1&item=SocResp_1_8","","2023/08/10","","2023/11/03","                                                                                                                                                                                                        ","","","","","109031@tachan.com.tw                                                                                                    ",""
"6021","美好證","GOOD FINANCE","","金融業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","資誠聯合會計師事務所","","https://www.tcstock.com.tw/web/view.php/web/2022ESG.pdf","","2023/09/26","","","https://www.tcstock.com.tw/web/view.php/web/2022ESG_E.pdf                                                                                                                                               ","","2023/09/26","","","james.lin@goodfinance.com                                                                                               ",""
"6023","元大期貨","Yuanta Futures","","金融業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","資誠聯合會計師事務所","","https://www.yuantafutures.com.tw/csr_01","","2023/06/28","","","https://www.yuantafutures.com.tw/UploadFile/img/202309/2022%20Yuanta%20Futures%20Sustainability%20Report.pdf                                                                                            ","","2023/09/26","","","linda0204@yuanta.com                                                                                                    ","本報告書並經BSI英國標準協會查驗證通過，採用標準為AA1000第1類型(Type1) 中度保證。"
"6026","福邦證","GFS","","金融業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","勤業眾信聯合會計事務所","","https://www.gfortune.com.tw/Static/ESG/SustainabilityReportdownload/file/SustainabilityReport2022_CN.pdf","","2023/08/29","","2024/04/17","https://www.gfortune.com.tw/Static/ESG/SustainabilityReportdownload/file/SustainabilityReport2022_EN.pdf                                                                                                ","","2023/08/29","","","hankchou@mail.gfortune.com.tw                                                                                           ",""
"6121","新普","SMP","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電腦及週邊設備業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","SGS台灣檢驗科技股份有限公司","","https://www.simplo.com.tw/download.php?lang=tw&tb=6","","2023/08/14","","","https://www.simplo.com.tw/include/download.php?dl=MjAyMzAwMDk5X158ZG93bmxvYWRefDAwMDAwMDAxMDk=                                                                                                          ","","2023/09/14","","","ESG@simplo.com.tw                                                                                                       ",""
"6125","廣運","KENMEC","5. 股本達新臺幣一百億元以上者","光電業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.kenmec.com/tw/investor06-5.aspx","","2023/09/11","","","                                                                                                                                                                                                        ","","","","","kenmec@kenmec.com                                                                                                       ",""
"6126","信音","SINGATRON","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電子零組件業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.singatron.com.tw/","","2023/06/27","","","                                                                                                                                                                                                        ","","","","","grace-peng@singatron.com.tw                                                                                             ","NA"
"6143","振曜","NETRONIX,INC.","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","通信網路業","2022/01/01~2022/12/31","2. OTHERS其他依循標準：GRI準則及SASB準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","英國標準協會(BSI)","","http://www.netronixinc.com/ESG-R-01.html","","2023/09/26","","","                                                                                                                                                                                                        ","","","","","brian.chen@netronixinc.com                                                                                              ",""
"6146","耕興","SPORTON","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","其他電子業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.sporton.com.tw/","","2023/06/30","","","https://www.sporton.com.tw/                                                                                                                                                                             ","","2023/06/30","","","Gracepan@sporton.com.tw                                                                                                 ","無。"
"6147","頎邦","CHIPBOND","5. 股本達新臺幣一百億元以上者","半導體業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","台灣檢驗科技股份有限公司 (SGS Taiwan Ltd.)","","https://www.chipbond.com.tw/zh-tw/report/sustainability-report-download","","2023/06/29","","2023/09/07","https://www.chipbond.com.tw/en/report/sustainability-report-download                                                                                                                                    ","","2023/09/07","","","EvonChang@chipbond.com.tw                                                                                               ","無。"
"6173","信昌電","P.D.C.","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電子零組件業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.pdc.com.tw/corporate-74","","2023/09/28","","","                                                                                                                                                                                                        ","","","","","IR@pdc.com.tw                                                                                                           ",""
"6174","安碁","AKER","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電子零組件業","2020/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.aker.com.tw/management/1/1","","2023/09/26","","","                                                                                                                                                                                                        ","","","","","billy@aker.com.tw                                                                                                       ",""
"6180","橘子","GAMANIA","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","文化創意業","2022/01/01~2022/12/31","2. OTHERS其他依循標準：GRI.TCFD.SASB","會計師事務所：","2.ISAE3000","安侯建業聯合會計師事務所","","https://esg.gamania.com/","","2023/09/15","","","https://esg.gamania.com/                                                                                                                                                                                ","","2023/09/15","","","alanhsu@gamania.com                                                                                                     ",""
"6182","合晶","WAFER WORKS","5. 股本達新臺幣一百億元以上者","半導體業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","香港商英國標準協會太平洋有限公司台灣分公司","","https://www.waferworks.com/tw/waferworks-esg/esg-sustainability-report","","2023/06/20","","","https://www.waferworks.com/uploads/esg/esg_report/esg_2022_en.pdf                                                                                                                                       ","","2023/09/20","","","ESG@waferworks.com                                                                                                      ",""
"6187","萬潤","ALL RING","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","其他電子業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.allring-tech.com.tw/index.php?option=module&lang=cht&task=pageinfo&id=88&index=3","","2023/09/28","","","https://www.allring-tech.com.tw/index.php?option=module&lang=cht&task=pageinfo&id=88&index=4                                                                                                            ","","2023/12/19","","","sp.hsieh@allring-tech.com.tw                                                                                            ","無"
"6188","廣明","QSI","5. 股本達新臺幣一百億元以上者","電腦及週邊設備業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","格瑞國際驗證有限公司","","http://www.qsitw.com/page/tw/esg/esg010000.html?page=p1","","2023/06/28","","","                                                                                                                                                                                                        ","","","","","chih-jen.lee@qsitw.com                                                                                                  ",""
"6207","雷科","LASERTEK","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電子零組件業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.lasertek.com.tw/csr_report.php","","2023/12/29","","","                                                                                                                                                                                                        ","","","","","esg@lasertek.com.tw                                                                                                     ",""
"6208","日揚","Htc","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電子零組件業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.htcvacuum.com/zh-tw/investor/index/ESG/sustainability-report","","2023/08/11","","","https://www.htcvacuum.com/en-global/about/index/corporate-governance                                                                                                                                    ","","2023/12/29","","","emma.luo@high-light.com.tw                                                                                              ",""
"6220","岳豐","YFC-BONEAGLE","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電子零組件業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.cables.com.tw/manager_9-2.html","","2023/09/22","","","                                                                                                                                                                                                        ","","","","","maya@cables.com.tw                                                                                                      ","無"
"6223","旺矽","MPI","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","半導體業","2022/01/01~2022/12/31","2. OTHERS其他依循標準：GRI準則、SASB、上櫃公司編製與申報永續報告書作業辦法","無","無資料","N/A","","https://www.mpi.com.tw/wp-content/uploads/2023/09/2022%E5%B9%B4%E6%97%BA%E7%9F%BD%E7%A7%91%E6%8A%80%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8MPI-Sustainability-Report.pdf","","2023/09/28","","","https://www.mpi-corporation.com/wp-content/uploads/2023/09/2022%E5%B9%B4%E6%97%BA%E7%9F%BD%E7%A7%91%E6%8A%80%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8MPI-Sustainability-Report.pdf                  ","","2023/12/28","","","mpiesg@mpi-corporation.com                                                                                              ",""
"6244","茂迪","MOTECH","5. 股本達新臺幣一百億元以上者","光電業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.motech.com.tw/download_center.php","","2023/06/27","","","                                                                                                                                                                                                        ","","","","","thomas_chen@motech.com.tw                                                                                               ",""
"6245","立端","Lanner","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","通信網路業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","法國艾法諾國際驗證機構（AFNOR Group）","","https://www.lannerinc.com/tw/corporate-tw/social-responsibility","","2023/06/30","","","https://lannerinc.com/corporate/social-responsibility                                                                                                                                                   ","","2023/08/04","","","benjamin_ting@lannerinc.com                                                                                             ","無"
"6248","沛波","TMP","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","鋼鐵工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.tmpco.com.tw/esg-reports/","","2023/06/30","","","https://www.tmpco.com.tw/esg-reports/                                                                                                                                                                   ","","2023/10/30","","","tmp@tmpco.com.tw                                                                                                        ","無。"
"6263","普萊德","Planet","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","通信網路業","2022/01/01~2022/12/31","2. OTHERS其他依循標準：(1)永續會計準則委員會(SASB)技術與通訊業的硬體(Hardware)行業準則、 (2)氣候相關財務揭露(TCFD)框架","其他查驗證單位：","5.其他","英國標準協會(BSI)","","https://www.planet.com.tw/tw/sustainability/reports","","2023/06/02","","","https://www.planet.com.tw/en/sustainability/reports                                                                                                                                                     ","","2023/06/02","","","natalie@planet.com.tw                                                                                                   ","無"
"6274","台燿","tuc","5. 股本達新臺幣一百億元以上者","電子零組件業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","格瑞國際驗證有限公司 ( GREAT Certification)","","https://www.tuc.com.tw/zh-tw/corporate/id/153","","2023/06/30","","2023/07/13","https://www.tuc.com.tw/zh-tw/corporate/id/153                                                                                                                                                           ","","2023/07/13","","","sc.chung@tuc.com.tw                                                                                                     ",""
"6279","胡連","HU LANE","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電子零組件業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","BSI","","http://www.hulane.com","","2023/06/30","","","https://www.hulane.com.tw/en/investor/csr                                                                                                                                                               ","","2023/09/07","","","grace@hulane.com.tw                                                                                                     ","無"
"6411","晶焱","Amazing","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","半導體業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","艾法諾國際股份有限公司","","https://www.amazingic.com/tw/csr/report","","2023/11/30","","","                                                                                                                                                                                                        ","","","","","WebService@amazingIC.com                                                                                                ",""
"6469","大樹","Great Tree","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","生技醫療業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.greattree.com.tw/article-page/CSR","","2023/09/28","","2023/11/21","https://www.greattree.com.tw/article-page/CSR                                                                                                                                                           ","","2023/12/27","","","stock@greattree.com.tw                                                                                                  ","無"
"6486","互動","IDT","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","通信網路業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.idtech.com.tw/resource-101-105-page189","","2023/06/19","","","https://www.idtech.com.tw/resource-101-105-page189                                                                                                                                                      ","","2023/12/27","","","mayw@idtech.com.tw                                                                                                      ",""
"6488","環球晶","GWC","5. 股本達新臺幣一百億元以上者","半導體業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","5.其他","DNV GL Business Assurance Co., Ltd.","","https://www.sas-globalwafers.com/csr-download-tw/","","2023/06/29","","2023/09/01","https://www.sas-globalwafers.com/en/csr-report-download/                                                                                                                                                ","","2023/09/01","","","GWCIR@sas-globalwafers.com                                                                                              ","編製依循準則：GRI 準則+SASB永續會計準則"
"6496","科懋","Excelsior","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","生技醫療業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.excelsiorgroup.com.tw/Reports-and-Publisher.aspx","","2023/09/28","","","                                                                                                                                                                                                        ","","","","","ir@excelsiorgroup.com.t                                                                                                 ",""
"6499","益安","Medeon","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","生技醫療業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.medeonbiodesign.com/investors-corporate-governance/?lang=zh","","2023/09/28","","","                                                                                                                                                                                                        ","","","","","IR@medeonbio.com                                                                                                        ",""
"6506","雙邦","SBI","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","紡織纖維","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.shuang-bang.com/","","2023/06/20","","","                                                                                                                                                                                                        ","","","","","ayao@sbinet.com.tw                                                                                                      ",""
"6509","聚和","HOPAX","3. 屬化學工業者","化學工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","勤業眾信聯合會計師事務所","","https://www.hopax.com/uploads/CSR/2022ESG.pdf","","2023/09/08","","","                                                                                                                                                                                                        ","","","","","CSR@hopax.com.tw                                                                                                        ",""
"6510","精測","CHPT","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","半導體業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","艾法諾國際股份有限公司","","https://www.cht-pt.com.tw/xmdoc/cont?xsmsid=0M066483433114099713&sid=0N181344600997854460","","2023/06/30","","","https://www.cht-pt.com.tw/eng/xmdoc/cont?xsmsid=0N271412582842629654&sid=0N271417370003759624                                                                                                           ","","2023/09/28","","","ESG@chpt.com                                                                                                            ",""
"6523","達爾膚","DR.WU","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","生技醫療業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.drwu.com/pages/investor-csr-report","","2023/09/21","","","                                                                                                                                                                                                        ","","","","","service@drwu.com                                                                                                        ",""
"6538","倉和","Brave Screen","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電子零組件業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.bch.com.tw/csr.aspx","","2023/09/23","","2023/09/27","                                                                                                                                                                                                        ","","","","","spokesman@bch.com.tw                                                                                                    ",""
"6542","隆中","GAMESPARCS","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","文化創意業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.gamesparcs.com/csr","","2023/06/30","","","                                                                                                                                                                                                        ","","","","","CSR@gamesparcs.com                                                                                                      ",""
"6547","高端疫苗","MVC","5. 股本達新臺幣一百億元以上者","生技醫療業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.medigenvac.com/investors_responsibility.php","","2023/09/28","","","                                                                                                                                                                                                        ","","","","","info@medigenvac.com                                                                                                     ",""
"6548","長科*","CWTC","5. 股本達新臺幣一百億元以上者","半導體業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","5.其他","立恩威國際驗證公司，按GRI Standards及DNV VeriSustain查驗準則中度保證等級查證","","https://www.cwtcglobal.com/%E4%BC%81%E6%A5%AD%E7%A4%BE%E6%9C%83%E8%B2%AC%E4%BB%BB/%E4%B8%8B%E8%BC%89%E5%B0%88%E5%8D%80","","2023/06/30","","2023/09/14","https://www.cwtcglobal.com/en/responsibility/download                                                                                                                                                   ","","2023/09/14","","","beatrice.yan@cwtcglobal.com                                                                                             ",""
"6556","勝品","Topview","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","光電業","2022/01/01~2022/12/31","2. OTHERS其他依循標準：GRI 準則、 SASB 準則、 TCFD 準則","無","無資料","N/A","","https://www.topviewcorp.com/posts/tw/report_download/","","2023/09/22","","","https://www.topviewcorp.com/posts/tw/report_download/                                                                                                                                                   ","","2023/09/22","","","csr@topviewcorp.com                                                                                                     ",""
"6561","是方","Chief","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","通信網路業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","格瑞國際驗證有限公司","","https://www.chief.com.tw/esg/esg-report/","","2023/11/08","","","https://en.chief.com.tw/esg/esg-report/                                                                                                                                                                 ","","2023/11/22","","","sam_shen@chief.com.tw                                                                                                   ",""
"6569","醫揚","onyx","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","生技醫療業","2022/01/01~2022/12/31","2. OTHERS其他依循標準：依循GRI 準則及SASB","無","無資料","N/A","","https://www.onyx-healthcare.com/csr_tw_6.php","","2023/07/03","","","https://www.onyx-healthcare.com/csr_en_6.php                                                                                                                                                            ","","2023/09/05","","","karenchen@onyx-healthcare.com                                                                                           ",""
"6570","維田","APLEX","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電腦及週邊設備業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","格瑞國際驗證有限公司","","https://www.aplex.com/ESG/2022/APLEX_ESG2022.pdf","","2023/06/30","","","                                                                                                                                                                                                        ","","","","","aplexreport@aplex.com                                                                                                   ",""
"6589","台康生技","EirGenix","5. 股本達新臺幣一百億元以上者","生技醫療業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","資誠聯合會計師事務所","","https://zh-tw.eirgenix.com/esg-esg-overview","","2023/09/28","","","https://www.eirgenix.com/esg-esg-overview                                                                                                                                                               ","","2023/12/28","","","IR@eirgenix.com                                                                                                         ",""
