"公司代號","公司名稱","英文簡稱","申報原因","產業類別","報告書內容涵蓋期間","編製依循準則","第三方驗證單位","第三方採用標準","會計師確信驗證單位","會計師確信採用標準","會計師確信意見類型","永續報告書網址","永續報告書檔案","上傳日期","修正後報告書","修正後報告書上傳日期","永續報告書英文版網址","永續報告書英文版檔案","英文版上傳日期","英文版修正後報告書","英文版修正後報告書上傳日期","報告書聯絡資訊","備註"
"2880","華南金融控股股份有限公司","HNFHC","屬金融保險業者","金融保險業","2023/01/01~2023/12/31","GRI準則","","","KPMG 安侯建業聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://esg.hnfhc.com.tw/WebPortalESG/csr/annual.do#","","2024/08/15","","","https://esg.hnfhc.com.tw/WebPortalESG/csr/annual.do?language=en#","","2024/08/15","","","public@hnfhc.com.tw",""
"2881","富邦金融控股股份有限公司","Fubon Financial","屬金融保險業者","金融保險業","2023/01/01~2023/12/31","GRI、SASB保險業、SASB商業銀行、WEF SCM框架","","","KPMG 安侯建業聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://www.fubon.com/financialholdings/citizenship/downloadlist/downloadlist_report.html","","2024/07/04","","2024/08/08","https://www.fubon.com/financialholdings/citizenship/downloadlist/downloadlist_report/Fubon_ESGreport_2023_EN.pdf","","2024/08/08","","","csr.fhc@fubon.com",""
"2882","國泰金融控股股份有限公司","CATHAY HOLDINGS","屬金融保險業者、資本額達新臺幣二十億元以上者","金融保險業","2023/01/01~2023/12/31","GRI準則","BSI英國標準協會","AA1000 第2類型(Type2) 高度保證","資誠聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://www.cathayholdings.com/holdings/esg/reports/reports_download","","2024/07/31","","","https://www.cathayholdings.com/holdings/esg/reports/reports_download","","2024/07/31","","","cscathay@cathayholdings.com.tw",""
"2883","凱基金融控股股份有限公司","KGI Financial","屬金融保險業者","金融保險業","2023/01/01~2023/12/31","GRI準則","英國標準協會（BSI）","AA1000 第2類型(Type2) 中度保證","安永聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://www.cdfholding.com/zh-tw/-/media/files/cdf/esg/download/reports-and-certificates/reports/2023-esg-report.pdf","","2024/07/23","","","https://www.cdfholding.com/en/-/media/files/cdf/esg/esg-in-cdf/en/2023-cdf-esg-report_en.pdf","","2024/08/08","","","csr@cdibh.com",""
"2884","玉山金融控股股份有限公司","E.S.F.H","屬金融保險業者","金融保險業","2023/01/01~2023/12/31","GRI準則","BSI 英國標準協會","AA1000 第2類型(Type2) 高度保證","資誠聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://www.esunfhc.com/zh-tw/esg/resource-center/report","","2024/06/28","","","https://www.esunfhc.com/en/esg/resource-center/report","","2024/06/28","","","esg@esunfhc.com","無"
"2885","元大金融控股股份有限公司","Yuanta Group","屬金融保險業者","金融保險業","2023/01/01~2023/12/31","GRI準則","BSI 英國標準協會","AA1000 第2類型(Type2) 中度保證","資誠聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://www.yuanta.com/TW/ESG/ESG-Report","","2024/06/28","","","https://www.yuanta.com/EN/ESG/ESG-Report","","2024/07/02","","","csr.fhc＠yuanta.com",""
"2886","兆豐金融控股股份有限公司","MEGA FHC","屬金融保險業者、資本額達新臺幣二十億元以上者","金融保險業","2023/01/01~2023/12/31","GRI準則","","","Deloitte 勤業眾信聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://esg.megaholdings.com.tw/frontend/download","","2024/06/27","","","https://esg.megaholdings.com.tw/frontend/download","","2024/06/27","","","ESG@megaholdings.com.tw",""
"2887","台新金融控股股份有限公司","TaishinHoldings","屬金融保險業者","金融保險業","2023/01/01~2023/12/31","GRI準則","英國標準協會(BSI)","AA1000 第2類型(Type2) 中度保證","KPMG 安侯建業聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://www.taishinholdings.com.tw/tsh/responsibility/report/","","2024/07/19","","","https://www.taishinholdings.com.tw/tsh/responsibility/report/","","2024/08/05","","","gracelee1@taishinholdings.com.tw",""
"2888","新光金融控股股份有限公司","SKFH","屬金融保險業者、資本額達新臺幣二十億元以上者","金融保險業","2023/01/01~2023/12/31","GRI準則、SASB 保險業準則、SASB商業銀行準則、TCFD","SGS 台灣檢驗科技股份有限公司","AA1000 第2類型(Type2) 中度保證","KPMG 安侯建業聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://csr.skfh.com.tw/zh/report/annual/2023_report.pdf","","2024/07/30","","","https://csr.skfh.com.tw/en/report/annual/2023_report.pdf","","2024/07/30","","","esg@skfh.com.tw",""
"2889","國票金融控股股份有限公司","IBF","屬金融保險業者","金融保險業","2023/01/01~2023/12/31","GRI準則","","","資誠聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://esg.ibf.com.tw/download_report","","2024/06/26","","","https://esg.ibf.com.tw/download_report","","2024/07/29","","","jennifer@ibf.com.tw",""
"2890","永豐金融控股股份有限公司","SINOPACHOLDINGS","屬金融保險業者、資本額達新臺幣二十億元以上者","金融保險業","2023/01/01~2023/12/31","GRI、SASB(商業銀行產業準則、消費金融產業準則、抵押貸款產業準則及投資銀行與經紀產業準則)、TCFD、IR","SGS 台灣檢驗科技股份有限公司","AA1000 第2類型(Type2) 高度保證","安永聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://www.sinopac.com/esg/tw/sustainability-report/","","2024/07/30","","","https://www.sinopac.com/esg/en/sustainability-report/","","2024/08/20","","","csr@sinopac.com",""
"2891","中國信託金融控股股份有限公司","CTBC HOLDING","屬金融保險業者","金融保險業","2023/01/01~2023/12/31","GRI準則","SGS臺灣檢驗科技股份有限公司","AA1000 第2類型(Type2) 中度保證","KPMG 安侯建業聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://ir.ctbcholding.com/c/esg","","2024/08/06","","","https://ir.ctbcholding.com/html/esg","","2024/09/05","","","ba.esg@ctbcholding.com",""
"2892","第一金融控股股份有限公司","FFHC","屬金融保險業者","金融保險業","2023/01/01~2023/12/31","GRI準則","BSI英國標準協會","AA1000 第2類型(Type2) 高度保證","安永聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://csr.firstholding.com.tw/tc/csr_report.html","","2024/08/14","","","https://csr.firstholding.com.tw/en/doc/reports/20240520332090111134013_en.pdf","","2024/08/14","","","i15906@fhc.com.tw",""
"2897","王道商業銀行股份有限公司","O-Bank","屬金融保險業者、資本額達新臺幣二十億元以上者","金融保險業","2023/01/01~2023/12/31","GRI準則","新加坡商英國標準協會集團私人有限公司臺灣分公司(BSI)","AA1000 第2類型(Type2) 高度保證","安永聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://www.o-bank.com/web/-/media/06F42609BD0649519647BFE85D870554.pdf","","2024/07/01","","2024/08/30","https://www.o-bank.com/web/-/media/33326A88B4D24222823CD955BD7CE8D8.pdf","","2024/08/30","","","csrfeedback@o-bank.com",""
"2903","遠東百貨股份有限公司","FEDS","資本額達新臺幣二十億元以上者","貿易百貨","2023/01/01~2023/12/31","GRI準則","SGS","AA1000 第2類型(Type2) 中度保證","","","","https://esg.feds.com.tw/download/","","2024/08/23","","","https://esg.feds.com.tw/en/download/","","2024/08/28","","","csr@feds.com.tw",""
"2905","三商投資控股股份有限公司","MERCURIES","資本額達新臺幣二十億元以上者","貿易百貨","2023/01/01~2023/12/31","GRI準則","BSI","AA1000 第1類型(Type1) 中度保證","","","","https://www.mercuries.com.tw/responsibility-89-page102","","2024/08/21","","","https://www.mercuries.com.tw/responsibility-89-page102","","2024/08/21","","","jay.lin@mercuries.com.tw","無。"
"2906","高林實業股份有限公司","Collins","資本額達新臺幣二十億元以上者","貿易百貨","2023/01/01~2023/12/31","GRI準則","","","","","","http://www.collins.com.tw/uploads/root/%E9%AB%98%E6%9E%97%E5%AF%A6%E6%A5%AD_2023%E5%B9%B4_ESG%E4%BC%81%E6%A5%AD%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8_%E5%A3%93_.pdf","","2024/08/28","","","https://www.collins.com.tw/uploads/root/%E9%AB%98%E6%9E%97%E5%AF%A6%E6%A5%AD_2023%E5%B9%B4_ESG%E4%BC%81%E6%A5%AD%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8_EN1028.pdf","","2024/10/30","","","chung-ying@collins.com.tw",""
"2908","特力股份有限公司","Test Rite","資本額達新臺幣二十億元以上者","貿易百貨","2023/01/01~2023/12/31","GRI準則","","","資誠聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","http://www.testritegroup.com","","2024/06/28","","","https://www.testritegroup.com/","","2024/09/16","","","電子郵件：Penny.chang@testritegroup.com","無"
"2910","統領百貨股份有限公司","TONLIN","資本額達新臺幣二十億元以上者","貿易百貨","2023/01/01~2023/12/31","GRI準則","","","","","","https://prod-app-tcrm.tonlin.com.tw/Files/018ec5ef-4b4d-43c7-80aa-30d0be563e67.pdf","","2024/06/20","","","","","","","","joan_chu@tp.tonlin.com.tw",""
"2912","統一超商股份有限公司","PCSC","屬餐飲收入占其全部營業收人之比率達百分之五十以上者、資本額達新臺幣二十億元以上者","貿易百貨","2023/01/01~2023/12/31","GRI準則","SGS Taiwan Ltd.","AA1000 第2類型(Type2) 高度保證","資誠聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://www.7-11.com.tw/company/csr/csrreports.aspx","","2024/08/05","","","https://www.7-11.com.tw/company/csr/csrreports.aspx","","2024/08/05","","","penny@mail.7-11.com.tw",""
"2913","台灣農林股份有限公司","TTC","屬食品工業者、資本額達新臺幣二十億元以上者","貿易百貨","2023/01/01~2023/12/31","GRI準則","","","安永聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://www.ttch.com.tw/zh/responsibility/csr","","2024/08/22","","","https://www.ttch.com.tw/en/responsibility/csr","","2024/11/25","","","cathyhu@ttch.com.tw",""
"2915","潤泰全球股份有限公司","RUENTEX IND.LTD","資本額達新臺幣二十億元以上者","貿易百貨","2023/01/01~2023/12/31","GRI準則","","","Deloitte 勤業眾信聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","http://www.ruentex.com.tw/financial/cn/112ESG.pdf","","2024/08/29","","","","","","","","rt004602@mail.ruentex.com.tw",""
"2923","鼎固控股有限公司","Sino Horizon","資本額達新臺幣二十億元以上者","建材營造","2023/01/01~2023/12/31","GRI準則","","","資誠聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://www.sinohorizon.tw/sustainable/reports","","2024/08/23","","2024/09/30","","","","","","Ivan.Lin@sinohorizon.cn",""
"2945","三商家購股份有限公司","Simple Mart","係自願編製與申報","貿易百貨","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.simplemartretail.com/企業永續發展/","","2024/08/28","","","","","","","","Kelly.Wu@simplemart.com.tw",""
"3003","健和興端子股份有限公司","KST","係自願編製與申報","電子零組件業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.ksterminals.com.tw/tw_respReport.asp","","2024/08/13","","","https://ksterminals.com/zh-hant/esg/","","2024/08/29","","","viviean@ksterminals.com.tw",""
"3004","豐達科技股份有限公司(原宏達)","NAFCO","係自願編製與申報","鋼鐵工業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.nafco.com.tw/society-tw/corporate-social-responsibility-tw/","","2024/08/30","","","https://www.nafco.com.tw/esg/introduction-to-csr/","","2024/11/07","","","jacky.chi@nafco.com.tw",""
"3005","神基控股股份有限公司","Getac","資本額達新臺幣二十億元以上者","電腦及週邊設備業","2023/01/01~2023/12/31","GRI準則","台灣德國北德技術監護顧問股份有限公司（TUV Nord Taiwan)","AA1000 第2類型(Type2) 中度保證","","","","https://tw.getacgroup.com/sustainability/download.php?index_m_id=2","","2024/08/22","","","https://en.getacgroup.com/sustainability/download.php?index_m_id=2","","2024/08/22","","","Getac.csr@getac.com.tw",""
"3006","晶豪科技股份有限公司","ESMT","資本額達新臺幣二十億元以上者","半導體業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.esmt.com.tw/zh-tw/CSR/%E4%BC%81%E6%A5%AD%E7%A4%BE%E6%9C%83%E8%B2%AC%E4%BB%BB%E5%A0%B1%E5%91%8A	","","2024/08/02","","2024/08/05","https://www.esmt.com.tw/upload/csr/esg_ebook2023_eng/index.html","","2024/10/16","","","HGWu@esmt.com.tw",""
"3008","大立光電股份有限公司","LARGAN","係自願編製與申報","光電業","2023/01/01~2023/12/31","GRI準則","亞瑞仕國際","AA1000 第1類型(Type1) 中度保證","","","","https://www.largan.com.tw/html/about/governance.php","","2024/08/30","","","https://www.largan.com.tw/html/about/governance_en.php","","2024/08/30","","","precision@largan.com.tw",""
"3010","華立企業股份有限公司","WAH LEE","資本額達新臺幣二十億元以上者","電子通路業","2023/01/01~2023/12/31","GRI準則","","","","","","https://esg.wahlee.com/","","2024/06/28","","","","","","","","jessica@wahlee.com",""
"3013","晟銘電子科技股份有限公司","UNEEC","係自願編製與申報","電腦及週邊設備業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.uneec.com/tw/responsibility","","2024/08/16","","","https://www.uneec.com/en/responsibility","","2024/11/28","","","claire_chang@tw.uneec.com",""
"3014","聯陽半導體股份有限公司","ITE","係自願編製與申報","半導體業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.ite.com.tw/tw/esg/report","","2024/08/02","","","https://www.ite.com.tw/en/esg/report","","2024/08/02","","","sammi.wang@ite.com.tw",""
"3015","全漢企業股份有限公司","FSP","係自願編製與申報","電子零組件業","2023/01/01~2023/12/31","GRI準則","BSI","AA1000 第1類型(Type1) 中度保證","","","","https://www.fsp-group.com/tw/ESG.html","","2024/08/20","","","https://www.fsp-group.com/en/ESG.html","","","","","astrid@fsp-group.com.tw","NA"
"3016","嘉晶電子股份有限公司","EPi","資本額達新臺幣二十億元以上者","半導體業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.epi.episil.com/Default/Sustainability_Report","","2024/08/05","","","","","","","","epi.esg@epi.episil.com",""
"3017","奇鋐科技股份有限公司","AVC","資本額達新臺幣二十億元以上者","電腦及週邊設備業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.avc.co/zh-tw/CorporateResponsibility/CorporateCSR","","2024/06/28","","","https://www.avc.co/en-us/CorporateResponsibility/CorporateCSR","","2024/06/28","","","ESG@avc.co",""
"3019","亞洲光學股份有限公司","ASIA　　","資本額達新臺幣二十億元以上者","光電業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.asia-optical.com/","","2024/08/29","","","","","","","","ESG@aoci.com.tw","無"
"3021","鴻名企業股份有限公司","WELLTEND　　","係自願編製與申報","電子零組件業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.welltend.com.tw/information.php?#slide-sec-10","","2024/08/22","","","","","","","","annepan@welltend.com.tw","無"
"3022","威強電工業電腦股份有限公司","IEI","係自願編製與申報","電腦及週邊設備業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.ieiworld.com/tw/about/con_show.php?op=showone&cid=37#","","2024/08/23","","","","","","","","peggy@ieiworld.com",""
"3023","信邦電子股份有限公司","SINBON","資本額達新臺幣二十億元以上者","電子零組件業","2023/01/01~2023/12/31","GRI準則","","","安永聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://www.sinbon.com/tw/csr/report","","2024/08/27","","","https://www.sinbon.com/csr/report","","2024/08/27","","","CSR@sinbon.com",""
"3024","憶聲電子股份有限公司","ACTION","資本額達新臺幣二十億元以上者","光電業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.action.com.tw/investor/?recordId=57","","2024/08/30","","2024/09/23","","","","","","chelsea.chen@action.com.tw",""
"3026","禾伸堂企業股份有限公司","HOLY STONE　","係自願編製與申報","電子零組件業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.holystone.com.tw/page_details.php?&mlevel1=5&mlevel2=30","","2024/08/29","","","","","","","","CSR@holystone.com.tw",""
"3027","盛達電業股份有限公司","BILLION","係自願編製與申報","通信網路業","2023/01/01~2023/12/31","GRI準則","SGS","AA1000 第1類型(Type1) 中度保證","","","","https://www.esg.billion.com/report-download","","2024/07/31","","","https://www.esg.billion.com/report-download","","2024/08/30","","","esg@billion.com",""
"3028","增你強股份有限公司","ZENITRON","資本額達新臺幣二十億元以上者","電子通路業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.zenitron.com.tw/tw/csr?cate=ESG_Report&page=1&ft=1","","2024/08/29","","","","","","",""," curtis_chen@zenitron.com.tw",""
"3030","德律科技股份有限公司","TRI　","資本額達新臺幣二十億元以上者","其他電子業","2023/01/01~2023/12/31","GRI , TCFD, 永續揭露指標","","","","","","https://www.tri.com.tw/tw/investor/investor_detail-173-2-3--1999-1.html","","2024/08/13","","","","","","","","laura_yang@tri.com.tw",""
"3032","偉訓科技股份有限公司","COMPUCASE　　","係自願編製與申報","電子零組件業","2023/01/01~2023/12/31","GRI準則","艾法諾國際股份有限公司(AFNOR Asia Ltd.)","AA1000 第1類型(Type1) 中度保證","","","","https://www.hec-group.com.tw/index.php?id=224&L=1","","2024/08/20","","2024/10/15","","","","","","ESG@hec-group.com.tw",""
"3033","威健實業股份有限公司","Weikeng","資本額達新臺幣二十億元以上者","電子通路業","2023/01/01~2023/12/31","GRI準則","BSI","AA1000 第1類型(Type1) 中度保證","","","","https://www.weikeng.com.tw/content.php?no=97","","2024/08/13","","","https://www.weikeng.com.tw/content.php?no=97","","2024/08/21","","","famachou@weikeng.com.tw",""
"3034","聯詠科技股份有限公司","NOVATEK　","資本額達新臺幣二十億元以上者","半導體業","2023/01/01~2023/12/31","GRI準則","新加坡商英國標準協會集團私人有限公司臺灣分公司","AA1000 第1類型(Type1) 中度保證","","","","https://esg.novatek.com.tw/zh-tw/download","","2024/06/26","","2024/07/15","https://esg.novatek.com.tw/en/download","","2024/07/15","","2024/09/06","esg@novatek.com.tw",""
"3035","智原科技股份有限公司","Faraday　","資本額達新臺幣二十億元以上者","半導體業","2023/01/01~2023/12/31","GRI準則","台灣檢驗科技 (股) 公司 (SGS Taiwan Ltd.)","AA1000 第2類型(Type2) 中度保證","","","","https://www.faraday-tech.com/resources/PDFFile/CSR/Faraday_ESG_Report_2023.pdf","","2024/08/29","","","https://www.faraday-tech.com/resources/PDFFile/CSR/Faraday_ESG_Report_2023_en.pdf","","2024/09/30","","","csr@faraday-tech.com",""
"3036","文曄科技股份有限公司","WT　","資本額達新臺幣二十億元以上者","電子通路業","2023/01/01~2023/12/31","GRI準則","英國標準協會台灣分公司(BSI Taiwan)","AA1000 第1類型(Type1) 中度保證","","","","https://esg.wtmec.com/wp-content/uploads/2024/08/WT2023SUSTAINABILITY-REPORT_TW.pdf","","2024/08/21","","","https://esg.wtmec.com/wp-content/uploads/2024/08/WT2023SUSTAINABILITY-REPORT.pdf","","2024/08/21","","","esg@wtmec.com",""
"3037","欣興電子股份有限公司","UNIMICRON","資本額達新臺幣二十億元以上者","電子零組件業","2023/01/01~2023/12/31","GRI準則","台灣檢驗科技股份有限公司(SGS Taiwan Ltd.)","AA1000 第2類型(Type2) 高度保證","","","","https://www.unimicron.com/esg/ch/ebook_list.html","","2024/08/21","","","https://www.unimicron.com/esg/en/ebook_list.html","","2024/09/30","","","ESG@unimicron.com",""
"3038","全台晶像股份有限公司","EDT","係自願編製與申報","光電業","2023/01/01~2023/12/31","GRI準則","","","","","","https://edtc.com/zh/sustainability-reports/","","2024/08/19","","","","","","","","EDT-CSR@edt.com.tw	",""
"3042","台灣晶技股份有限公司","TXC","資本額達新臺幣二十億元以上者","電子零組件業","2023/01/01~2023/12/31","GRI準則","BSI英國標準協會台灣分公司","AA1000 第1類型(Type1) 中度保證","","","","https://esg.txccorp.com/esg/sustainability-report/sustainability-report/","","2024/08/28","","","https://esg.txccorp.com/en/esg/sustainability-report/sustainability-report/","","2024/09/25","","","esg@txc.com.tw",""
"3044","健鼎科技股份有限公司","Tripod","資本額達新臺幣二十億元以上者","電子零組件業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.tripod-tech.com/storage/photos/66b474f27b99a.pdf","","2024/08/08","","","https://www.tripod-tech.com/article/%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8-6184f671ea187","","2024/09/27","","","Gillian_Lu@tripod-tech.com",""
"3045","台灣大哥大股份有限公司","TWM","資本額達新臺幣二十億元以上者","通信網路業","2023/01/01~2023/12/31","GRI準則","","","KPMG 安侯建業聯合會計師事務所","ISAE 3000","有限確信","https://corp.taiwanmobile.com/esg/esg-report.html","","2024/08/20","","","https://english.taiwanmobile.com/esg/esgReports.html","","2024/08/22","","","speaker2@taiwanmobile.com",""
"3047","訊舟科技股份有限公司","EDIMAX　","資本額達新臺幣二十億元以上者","通信網路業","2023/01/01~2023/12/31","GRI準則、TCFD、SASB","","","","","","https://www.edimax.com/edimax/post/post/data/edimax/tw/sustainable_development/","","2024/08/22","","","","","","","","ir@edimax.com.tw",""
"3048","益登科技股份有限公司","EDOM","資本額達新臺幣二十億元以上者","電子通路業","2023/01/01~2023/12/31","GRI準則","格瑞國際驗證有限公司","AA1000 第1類型(Type1) 中度保證","","","","https://www.edomtech.com/zh-tw/esg/document/","","2024/06/28","","","https://www.edomtech.com/zh-tw/esg/document/","","2024/08/23","","","Public@edomtech.com",""
"3049","精金科技股份有限公司","HannsTouch","資本額達新臺幣二十億元以上者","光電業","2023/01/01~2023/12/31","GRI準則","AFNOR Asia Ltd.","AA1000 第1類型(Type1) 中度保證","","","","https://www.hannstouch.com/tw/esg/download","","2024/08/27","","","","","","","","永續發展室 esg@hannstouch.com","預計提113年10月31日董事會報告。"
"3052","夆典科技開發股份有限公司","APEX","資本額達新臺幣二十億元以上者","建材營造","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.apexgrp.com.tw/web/bbs/board.php?bo_table=esg_report","","2024/08/12","","","","","","","","young.yang@apexgrp.com.tw",""
"3054","立萬利創新股份有限公司","LIWANLI","屬食品工業者","食品工業","2023/01/01~2023/12/31","GRI準則","","","資誠聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","www.liwanli.com.tw","","2024/08/28","","","","","","","","oreo_yu@liwanli.com.tw",""
"3056","富華創新股份有限公司","Fu Hua","資本額達新臺幣二十億元以上者","建材營造","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.fuhua-inno.com.tw/investors/csr","","2024/08/13","","","","","","","","service@fuhua-inno.com.tw",""
"3059","華晶科技股份有限公司","Altek","資本額達新臺幣二十億元以上者","光電業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.altek.com.tw/zh_TW/finance/node/1695778488001","","2024/08/30","","","","","","","","spokesman@altek.com.tw",""
"3062","建漢科技股份有限公司","CyberTAN　　","資本額達新臺幣二十億元以上者","通信網路業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.cybertan.com.tw/public/tw/esg-01-02","","2024/08/27","","","","","","","","ir@cybertan.com.tw",""
"3090","日電貿股份有限公司","NDB　　","資本額達新臺幣二十億元以上者","電子零組件業","2023/01/01~2023/12/31","GRI準則","BSI 新加坡商英國標準協會集團 私人有限公司臺灣分公司","AA1000 第1類型(Type1) 中度保證","","","","https://www.ndb.com.tw/公司治理/永續報告書","","2024/08/30","","","","","","","","deputy-spokesman@ndb-group.com",""
"3094","聯傑國際股份有限公司","DAVICOM　　","係自願編製與申報","半導體業","2023/01/01~2023/12/31","GRI準則","","","","","","www.davicom.com.tw","","2024/08/12","","","","","","","","james_yang@davicom.com.tw","無"
"3130","一零四資訊科技股份有限公司","104　　","係自願編製與申報","數位雲端","2023/01/01~2023/12/31","GRI準則","","","","","","https://corp.104.com.tw/zh/sustainability/reports-documents/csr-sori","","2024/06/28","","","https://corp.104.com.tw/en/sustainability/reports-documents/csr-sori/","","2024/08/30","","","02-2912-6104 轉永續工作小組，或來信 esg@104.com.tw","部分內容涵蓋112/1/1之前、112/12/31之後之資訊。"
"3138","耀登科技股份有限公司","Auden","係自願編製與申報","通信網路業","2023/01/01~2023/12/31","GRI、TCFD、SDGs及SASB","","","","","","https://www.auden.com.tw/business-sustainability/esg-reports/","","2024/08/26","","","https://www.auden.com.tw/business-sustainability/esg-reports/","","2024/11/12","","","sophia@auden.com.tw",""
"3149","正達國際光電股份有限公司","G-TECH　　","係自願編製與申報","光電業","2024/01/01~2023/12/31","GRI準則","","","","","","http://www.gtoc.com.tw/webc/html/csr/06.aspx","","2024/08/14","","","","","","","","ESG@gtoc.com.tw",""
"3189","景碩科技股份有限公司","KINSUS","資本額達新臺幣二十億元以上者","半導體業","2023/01/01~2023/12/31","GRI準則","DNV立恩威國際驗證(股)公司","AA1000 第1類型(Type1) 中度保證","","","","https://www.kinsus.com.tw/zh-TW/Download/csr-report","","2024/08/16","","","https://www.kinsus.com.tw/en-global/Download/csr-report","","2024/08/16","","","mayyang@kinsus.com.tw",""
"3209","全科科技股份有限公司","ALLTEK","資本額達新臺幣二十億元以上者","電子通路業","2023/01/01~2023/12/31","GRI準則","台灣檢驗科技股份有限公司(SGS)	","AA1000 第1類型(Type1) 中度保證","","","","https://www.alltek.com/%E4%BC%81%E6%A5%AD%E6%B0%B8%E7%BA%8C/%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8/	","","2024/06/27","","2024/09/12","https://www.alltek.com/%E4%BC%81%E6%A5%AD%E6%B0%B8%E7%BA%8C/%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8/	","","2024/06/27","","2024/09/12","esg@alltek.com",""
"3231","緯創資通股份有限公司","Wistron","資本額達新臺幣二十億元以上者","電腦及週邊設備業","2023/01/01~2023/12/31","GRI準則","台灣衛理國際品保驗證股份有限公司","AA1000 第2類型(Type2) 高度保證","","","","https://esg.wistron.com/ch/report-download","","2024/08/27","","2024/10/28","https://esg.wistron.com/en/report-download","","2024/08/27","","2024/10/28","ESG@wistron.com",""
"3266","昇陽建設企業股份有限公司","SUNTY","資本額達新臺幣二十億元以上者","建材營造","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.sunty.com.tw/suntyESG/report.html","","2024/08/29","","","","","","","","dian@sunty.com.tw",""
"3312","弘憶國際股份有限公司","G.M.I","係自願編製與申報","電子通路業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.gmitec.com/corporate-governance/esg%e6%b0%b8%e7%ba%8c%e5%a0%b1%e5%91%8a%e6%9b%b8%e4%b8%8b%e8%bc%89/","","2024/08/23","","","","","","","","kevinko@gmitec.com","無"
"3376","新日興股份有限公司","SZS","係自願編製與申報","電子零組件業","2023/01/01~2023/12/31","GRI準則","英國標準協會BSI","AA1000 第1類型(Type1) 中度保證","","","","https://www.szs-group.com/files/demo/pdf/SZS2023ESGreport_ch.pdf","","2024/08/30","","2024/09/20","https://www.szs-group.com/files/demo/pdf/SZS2023ESGreport_en.pdf","","2024/09/19","","","tina.tsai@szs.com.tw",""
"3380","明泰科技股份有限公司","Alpha","資本額達新臺幣二十億元以上者","通信網路業","2023/01/01~2023/12/31","GRI準則","台灣德國萊因技術監護股份有限公司","AA1000 第1類型(Type1) 中度保證","","","","https://www.alphanetworks.com/download","","2024/08/03","","","https://www.alphanetworks.com/en/download","","2024/08/03","","","public@alphanetworks.com",""
