"公司代號","公司名稱","英文簡稱","申報原因","產業類別","報告書內容涵蓋期間","編製依循準則","第三方驗證單位","第三方採用標準","會計師確信驗證單位","會計師確信採用標準","永續報告書網址","永續報告書檔案","上傳日期","修正後報告書","修正後報告書上傳日期","永續報告書英文版網址","永續報告書英文版檔案","英文版上傳日期","英文版修正後報告書","英文版修正後報告書上傳日期","報告書聯絡資訊","備註"
"6274","台燿","tuc","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電子零組件業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.tuc.com.tw/zh-tw/corporate/id/153","","2022/06/17","","2022/06/17","https://www.tuc.com.tw/zh-tw/corporate/id/153                                                                                                                                                           ","","2022/07/15","","","sc.chung@tuc.com.tw                                                                                                     ",""
"6279","胡連","HU LANE","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電子零組件業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.hulane.com","","2022/06/29","","","                                                                                                                                                                                                        ","","","","","grace@hulane.com.tw                                                                                                     ",""
"6284","佳邦","INPAQ","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電子零組件業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","格瑞國際驗證有限公司","","https://www.inpaq.com.tw/report.php","","2022/06/28","","","https://www.inpaqgp.com/report.php                                                                                                                                                                      ","","2022/06/28","","","sharonchiang@inpaq.com.tw                                                                                               ",""
"6469","大樹","Great Tree","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","生技醫療業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.greattree.com.tw/article-page/CSR","","2022/09/30","","","https://www.greattree.com.tw/article-page/CSR                                                                                                                                                           ","","2022/12/27","","","stock@greattree.com.tw                                                                                                  ","無"
"6486","互動","IDT","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","通信網路業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.idtech.com.tw/resource_report.php?rli=2","","2022/06/10","","2022/06/10","                                                                                                                                                                                                        ","","","","","kaichien@idtech.com.tw                                                                                                  ",""
"6488","環球晶","GWC","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","半導體業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","5.其他","DNV GL Business Assurance Co., Ltd","","https://www.sas-globalwafers.com/csr/","","2022/06/29","","2022/08/03","https://www.sas-globalwafers.com/en/esg/                                                                                                                                                                ","","2022/08/03","","","GWCIR@sas-globalwafers.com                                                                                              ","無"
"6496","科懋","Excelsior","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","生技醫療業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.excelsiorgroup.com.tw/governance_1.html","","2022/09/30","","","                                                                                                                                                                                                        ","","","","","ir@excelsiorgroup.com.tw                                                                                                ",""
"6499","益安","Medeon","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","生技醫療業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.medeonbio.com/investors-corporate-governance/?lang=zh","","2022/09/30","","","                                                                                                                                                                                                        ","","","","","IR@medeonbio.com                                                                                                        ",""
"6506","雙邦","SBI","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","紡織纖維","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.shuang-bang.com/","","2022/06/20","","2022/06/20","                                                                                                                                                                                                        ","","","","","ayao@sbinet.com.tw                                                                                                      ",""
"6509","聚和","HOPAX","3. 屬化學工業者","化學工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","勤業眾信聯合會計師事務所","","https://www.hopax.com/zh-tw/esg/report-download","","2022/09/29","","","https://www.hopax.com/en/esg                                                                                                                                                                            ","","2022/09/29","","","CSR@hopax.com.tw                                                                                                        ",""
"6510","精測","CHPT","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","半導體業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","艾法諾國際股份有限公司","","https://www.cht-pt.com.tw/xmdoc/cont?xsmsid=0M066483433114099713&sid=0M271508232387091212","","2022/09/28","","","                                                                                                                                                                                                        ","","","","","mickey@chpt.com                                                                                                         ",""
"6523","達爾膚","DR.WU","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","生技醫療業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.drwu.com/pages/investor-csr-report","","2022/09/30","","","                                                                                                                                                                                                        ","","","","","service@drwu.com                                                                                                        ",""
"6538","倉和","Brave Screen","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電子零組件業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.bch.com.tw/csr.aspx","","2022/09/27","","","                                                                                                                                                                                                        ","","","","","spokesman@bch.com.tw                                                                                                    ",""
"6542","隆中","GAMESPARCS","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","文化創意業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.gamesparcs.com/csr","","2022/06/30","","","                                                                                                                                                                                                        ","","","","","CSR@gamesparcs.com                                                                                                      ",""
"6548","長科*","CWTC","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","半導體業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","資誠聯合會計師事務所","","https://www.cwtcglobal.com/%E4%BC%81%E6%A5%AD%E7%A4%BE%E6%9C%83%E8%B2%AC%E4%BB%BB/%E4%B8%8B%E8%BC%89%E5%B0%88%E5%8D%80","","2022/06/30","","2022/11/21","                                                                                                                                                                                                        ","","","","2022/11/21","beatrice.yan@cwtcglobal.com                                                                                             ",""
"6556","勝品","Topview","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","光電業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.topviewcorp.com/posts/tw/report_download/","","2022/08/24","","","https://www.topviewcorp.com/posts/tw/report_download/                                                                                                                                                   ","","2022/08/24","","","csr@topviewcorp.com                                                                                                     ",""
"6561","是方","Chief","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","通信網路業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","格瑞國際驗證有限公司","","https://www.chief.com.tw/esg/esg-report/","","2022/09/27","","2022/09/29","https://en.chief.com.tw/esg/esg-report/                                                                                                                                                                 ","","2022/12/02","","","sam_shen@chief.com.tw                                                                                                   ",""
"6569","醫揚","onyx","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","生技醫療業","2021/01/01~2021/12/31","2. OTHERS其他依循標準：依循GRI 準則及SASB","無","無資料","N/A","","https://www.onyx-healthcare.com/csr_tw_6.php","","2022/07/07","","","                                                                                                                                                                                                        ","","","","","tracysung@onyx-healthcare.com                                                                                           ",""
"6570","維田","APLEX","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電腦及週邊設備業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","格瑞國際驗證有限公司 GREAT INTERNATIONAL CERTIFICATION CO., LTD.","","https://www.aplex.com/ESG/2021/APLEX_ESG2021.pdf","","2022/07/28","","","                                                                                                                                                                                                        ","","","","","aplexreport@aplex.com                                                                                                   ",""
"6589","台康生技","EirGenix","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","生技醫療業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://zh-tw.eirgenix.com","","2022/09/30","","","https://zh-tw.eirgenix.com                                                                                                                                                                              ","","2022/09/30","","","IR@eirgenix.com                                                                                                         ",""
"6613","朋億*","Novatech","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","其他電子業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","資誠聯合會計師事務所","","https://www.novatech.com.tw/csr/report","","2022/06/30","","","https://www.novatech.com.tw/en/csr/report                                                                                                                                                               ","","2022/12/09","","","anne_wang@novatech.com.tw                                                                                               ","無"
"6664","群翊","Group Up","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電子零組件業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.gpline.com.tw","","2022/06/29","","","http://www.gpline.com.tw                                                                                                                                                                                ","","2022/06/29","","","gp@gpline.com.tw                                                                                                        ","無"
"6683","雍智科技","KSMT","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","半導體業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://drive.google.com/file/d/1nYinhUevHqeU-Fzdt1FPGbdPpdWKOA1v/view?usp=sharing","","2022/06/17","","2022/06/17","                                                                                                                                                                                                        ","","","","","Kevin.Lin@ksmt.com.tw                                                                                                   ",""
"6684","安格","AlgolTek","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","半導體業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","勤業眾信聯合會計師事務所","","http://www.algoltek.com.tw/investors/enterprise-development/report-download?year=2021","","2022/09/26","","","                                                                                                                                                                                                        ","","","","","agir@algoltek.com.tw                                                                                                    ",""
"6703","軒郁","SHINY","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","生技醫療業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","安永聯合會計師事務所","","http://www.esg-shinybrands.com","","2022/09/29","","","                                                                                                                                                                                                        ","","","","","ESG@shinybrands.com                                                                                                     ",""
"6732","昇佳電子","sensortek","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","半導體業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.sensortek.com.tw/wp-content/uploads/2022/09/2021%E5%B9%B4%E6%98%87%E4%BD%B3%E9%9B%BB%E5%AD%90%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8.pdf","","2022/09/30","","","https://www.sensortek.com.tw/wp-content/uploads/2022/12/Sensortek_2021-sustainability_report_en.pdf                                                                                                     ","","2022/12/12","","","esg@sensortek.com.tw                                                                                                    ",""
"6752","叡揚","GSS","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","資訊服務業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.gss.com.tw/csr","","2022/09/30","","","                                                                                                                                                                                                        ","","","","","roy_cho@gss.com.tw                                                                                                      ",""
"6803","崑鼎","ECOVE Corp.","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","綠能環保","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","4. AA1000 第2類型(Type2 ) 高度保證","SGS","","https://www.ecove.com/CSR/eBook/2021-ECOVE-CN-eBook/mobile/index.html","","2022/08/04","","","https://www.ecove.com/CSR/eBook/2021-ECOVE-EN-eBook/mobile/index.html                                                                                                                                   ","","2022/08/04","","","blueskyson0854@ecove.com                                                                                                ","無"
"6829","千附精密","CFPREC","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電機機械","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.cfprec.com.tw/ESG-%E5%A0%B1%E5%91%8A%E6%9B%B8/","","2022/09/29","","","                                                                                                                                                                                                        ","","","","","naomi.yang@cfprec.com.tw                                                                                                ","無"
"7402","邑錡","Brinno","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","光電業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.amazon.com/clouddrive/share/fUOkQk72WbX02CA55gpIRAfX0lpqXocjTTnXxJAPxLO/folder/_pkN3OxyTcydKN_jVNZQwg/nAaJBZ3PQkGDQQ2Dk9X64Q","","2022/06/23","","2022/06/23","                                                                                                                                                                                                        ","","","","","carol@brinno.com                                                                                                        ",""
"8044","網家","PChome online","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","數位雲端","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","勤業眾信聯合會計師事務所","","https://corp.pchome.tw/corporate-social-responsibility/","","2022/08/12","","","https://corp.pchome.tw/en/corporate-social-responsibility                                                                                                                                               ","","2022/10/04","","","stakeholder@staff.pchome.com                                                                                            ",""
"8064","東捷","CONTREL","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","光電業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.contrel.com.tw/inv_esg.php","","2022/09/29","","","                                                                                                                                                                                                        ","","","","","ESG@contrel.com.tw                                                                                                      ",""
"8069","元太","EIH","5. 股本達新臺幣一百億元以上者","光電業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","2.ISAE3000","勤業眾信聯合會計師事務所","","https://esg.eink.com/tw/report/0222080814bw247225/2021-ESG-Report.pdf","","2022/08/15","","","https://www.eink.com/assets/img/csr/csr-2021-report.pdf                                                                                                                                                 ","","2022/08/23","","2022/08/23","esg@eink.com                                                                                                            ","無"
"8074","鉅橡","AURONA","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電子零組件業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.aurona.com.tw/html/investment/02.aspx?kind=4","","2022/09/30","","","                                                                                                                                                                                                        ","","","","","jerrylai@aurona.com.tw                                                                                                  ",""
"8121","越峰","ACME","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電子零組件業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","BSI英國標準協會台灣分公司","","https://www.usig.com/ACMECSR/Report.aspx","","2022/08/05","","","                                                                                                                                                                                                        ","","","","","csr-acme@usig.com                                                                                                       ","無"
"8182","加高","HELE","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電子零組件業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","BV","","http://www.hele.com.tw/responsibility.php?id=62","","2022/06/28","","","https://www.hele.com.tw/responsibility.php?id=62                                                                                                                                                        ","","2022/10/31","","","csr@hele.com.tw                                                                                                         ","英文版本已於10/31補上傳"
"8234","新漢","NEXCOM","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電腦及週邊設備業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","格瑞國際驗證有限公司","","https://www.nexcom.com.tw/About/Page/esg-and-sustainability","","2022/09/29","","","                                                                                                                                                                                                        ","","","","","esg@nexcom.com.tw                                                                                                       ","無"
"8255","朋程","ATC","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電機機械","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","台灣檢驗科技股份有限公司","","http://www.actron.com.tw/chinese/csr/report/csr-report.php","","2022/05/31","","2022/05/31","http://www.actron.com.tw/chinese/csr/report/csr-report.php                                                                                                                                              ","","2022/09/12","","","CSR@actron.com.tw                                                                                                       ",""
"8299","群聯","Phison","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","半導體業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","BSI","","https://www.phison.com/zh-tw/csr/resource-centre","","2022/06/27","","","https://www.phison.com/en/csr/resource-centre                                                                                                                                                           ","","2022/06/27","","","csr@phison.com                                                                                                          ",""
"8349","恒耀國際","QST","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","鋼鐵工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","台灣德國萊因技術監護顧問股份有限公司","","http://www.qst.com.tw/cht/sub_2_9.html","","2022/09/29","","","http://www.qst.com.tw/cht/sub_2_9.html                                                                                                                                                                  ","","2022/09/29","","","belle_ou@qst.com.tw                                                                                                     ",""
"8383","千附","ChenFull","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","其他電子業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.chenfull.com.tw/investment-28.php","","2022/09/29","","","                                                                                                                                                                                                        ","","","","","ir@chenfull.com.tw                                                                                                      ","無"
"8390","金益鼎","JYD","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","綠能環保","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","格瑞國際驗證有限公司","","https://www.jyd.com.tw/corporate-social-151-page227","","2022/09/29","","","https://www.jyd.com.tw/corporate-social-151-page227                                                                                                                                                     ","","2022/09/29","","","cindy.huang@tw.jydgroup.com                                                                                             ","無"
"8415","大國鋼","Brighton-Best","5. 股本達新臺幣一百億元以上者","鋼鐵工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","秉承聯合會計師事務所","","https://www.brighton-best.com.tw/BBITaiwan.asp","","2022/06/27","","","                                                                                                                                                                                                        ","","","","","chender91@tachen.com.tw                                                                                                 ","無"
"8426","紅木-KY","Redwood","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","其他","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.redwoodgroup.co/cn/investors-ESGreport-cn.html","","2022/09/29","","","                                                                                                                                                                                                        ","","","","","bensu@redwoodgroup.co                                                                                                   ",""
"8432","東生華","TSH","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","生技醫療業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.tshbiopharm.com/ec99/rwd1427/category.asp?category_id=37","","2022/05/06","","2022/05/06","https://www.tshbiopharm.com/                                                                                                                                                                            ","","2022/08/17","","","Isa_Wang@tshbiopharm.com; shupinghuang@tshbiopharm.com                                                                  ",""
"8435","鉅邁","Zimmite","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","其他","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.zimmite.com/tc/p10-citizenship4.asp","","2022/06/27","","","                                                                                                                                                                                                        ","","","","","gina@zimmite.com                                                                                                        ",""
"8436","大江","TCI","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","生技醫療業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","2.ISAE3000","PWC","","http://www.tci-bio.com/zh-hant/esgs/csr/","","2022/09/29","","","http://www.tci-bio.com/esgs/csr/                                                                                                                                                                        ","","2022/09/29","","","governance@tci-bio.com                                                                                                  ","本報告書依據GRI 準則全面依循編制，並依據TCFD框架揭露，報導期間為2021年"
"8444","綠河-KY","Green River","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","其他","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.greenriverholding.com/zh-hant/%e4%bc%81%e6%a5%ad%e7%a4%be%e6%9c%83%e8%b2%ac%e4%bb%bb/#tab-id-1","","2022/09/23","","","                                                                                                                                                                                                        ","","","","","grh@greenriverholding.com                                                                                               ","無"
"8450","霹靂","PILI","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","文化創意業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.pili.com.tw/investor.php?id=7&lang=","","2022/08/11","","","                                                                                                                                                                                                        ","","","","","public@pili.tw                                                                                                          ","無"
"8905","裕國","　　ECS","2. 屬餐飲收入占其全部營業收入之比率達百分之五十以上者","其他","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","勤業眾信聯合會計師事務所","","http://www.eaglegroup.com.tw","","2022/09/23","","","                                                                                                                                                                                                        ","","","","","woolung@cooleagle.com.tw                                                                                                ",""
"8916","光隆","KLF","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","其他","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","英國標準協會(BSI)","","http://klf-group.com/chinese/02_csr/01_detail.php","","2022/07/01","","","http://klf-group.com/chinese/02_csr/01_detail.php                                                                                                                                                       ","","2022/09/22","","","judy.lee@klf-group.com                                                                                                  ",""
"8929","富堡","FBIC","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","其他","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.fuburg.com/tw/report-download","","2022/08/15","","","                                                                                                                                                                                                        ","","","","","peggy.chen@fuburg.com                                                                                                   ",""
"8936","國統","KTI","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","其他","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","秉承聯合會計師事務所","","https://www.kti.com.tw/list/sd.htm","","2022/09/30","","","https://www.kti.com.tw/list/sd.htm                                                                                                                                                                      ","","2022/12/30","","","IR@kti.com.tw                                                                                                           ","無"
"8938","明安","ADVANCED  GROUP","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","運動休閒","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","SGS","","https://www.adgroup.com.tw/page/about/index.aspx?kind=146&lang=TW","","2022/08/31","","","                                                                                                                                                                                                        ","","","","","patricia.lee@adgroup.com.tw                                                                                             ",""
